timestamp,x,y
1,4.988318,49563.152
2,5.072042,49963.434
3,4.983998,50105.582
4,4.9510818,49897.53
5,5.014636,49988.016
6,5.0062,49991.96
7,4.951441,49308.855
8,5.088558,49317.496
9,5.016874,48996.88
10,4.996215,50242.055
11,4.906821,49499.816
12,4.941227,50110.12
13,5.02154,48992.773
14,4.946341,50136.254
15,5.014952,50283.78
16,4.930039,49548.344
17,4.9089413,49903.016
18,5.0312862,49564.2
19,5.166899,49660.38
20,5.2140846,49733.336
21,5.2618647,49731.395
22,5.317728,49917.3
23,5.296372,49700.164
24,5.2956295,49729.457
25,5.275291,49180.8
26,5.2357893,48963.848
27,5.2425566,48371.688
28,5.257761,48335.883
29,5.2185106,48285.438
30,5.2009754,48489.48
31,5.1898623,48629.19
32,5.2229457,48545.723
33,5.2290287,48555.598
34,5.2427545,48892.93
35,5.2575474,49025.62
36,5.294374,48965.336
37,5.2191396,49130.117
38,5.177172,49470.2
39,5.233666,49553.19
40,5.2572956,50416.7
41,5.2182775,50636.867
42,5.1996913,50575.055
43,5.245848,50901.297
44,5.24741,51430.42
45,5.256666,51398.22
46,5.192,51575.918
47,5.0776935,51763.266
48,5.0717106,51451.867
49,5.101283,51297.5
50,5.1205,51326.047
51,5.0946426,51043.8
52,5.1150026,51050.004
53,4.997987,50581.723
54,5.0069013,50991.26
55,5.0496864,50493.945
56,5.0901465,49722.875
57,5.096749,49639.074
58,5.0445023,49649.098
59,4.9609227,50706.773
60,4.8999805,51892.66
61,4.829698,52050.22
62,4.825844,52537.477
63,4.8869786,52803.68
64,4.824823,52301.48
65,4.731156,52549.95
66,4.6472783,53113.7
67,4.7147717,52560.895
68,4.711739,52064.184
69,4.73529,51893.367
70,4.7871723,51816.49
71,4.780276,51357.785
72,4.8305497,50925.2
73,4.823921,50419.754
74,4.826216,50034.34
75,4.8742304,50490.05
76,4.861085,50227.562
77,4.9081225,50856.883
78,4.8694534,50412.598
79,4.871151,49931.63
80,4.826897,49649.562
81,4.8211536,50081.586
82,4.782316,49786.617
83,4.699702,50359.99
84,4.759619,50707.96
85,4.729968,51002.96
86,4.7174473,52136.164
87,4.6629815,53307.3
88,4.664278,52740.77
89,4.6834617,52643.39
90,4.730077,52505.695
91,4.7443714,53097.195
92,4.656425,53219.316
93,4.6971016,53192.664
94,4.7684364,53076.41
95,4.800116,54194.8
96,4.817028,55128.14
97,4.8960404,55572.098
98,4.97979,55331.39
99,4.967746,55671.484
100,4.992082,56409.113
101,5.056679,55911.824
102,5.0896525,55427.402
103,5.103966,54557.05
104,5.143868,53901.633
105,5.085973,53368.953
106,5.051972,53408.586
107,5.0565248,53442.51
108,5.0693226,53569.43
109,5.1112957,53646.188
110,5.149192,53484.305
111,5.145979,53325.184
112,5.1729555,52775.465
113,5.185811,53184.008
114,5.241034,53896.836
115,5.257791,54159.695
116,5.284166,54528.977
117,5.3690124,54070.047
118,5.3693395,53628.887
119,5.395789,53925.773
120,5.444422,53590.242
121,5.530999,53137.18
122,5.531496,53548.35
123,5.515144,53714.332
124,5.504602,53282.027
125,5.4738965,53081.203
126,5.405498,53214.336
127,5.433517,54012.973
128,5.4967475,54019.75
129,5.558009,54061.61
130,5.486562,53663.68
131,5.457582,54286.023
132,5.4605227,54472.938
133,5.458692,54529.223
134,5.502248,54789.746
135,5.5486255,54746.246
136,5.5502377,54621.18
137,5.5645165,54820.617
138,5.6318073,55279.203
139,5.671545,55104.066
140,5.643811,55036.938
141,5.7238317,55253.4
142,5.739849,55368.605
143,5.71219,55125.4
144,5.7293725,55647.1
145,5.6999125,55406.84
146,5.714277,55110.37
147,5.6848392,55310.793
148,5.6231356,55367.082
149,5.5799847,55748.6
150,5.5275817,56912.84
151,5.5892787,57109.113
152,5.603488,57513.32
153,5.594402,57855.98
154,5.581255,57818.793
155,5.540373,58524.137
156,5.5211153,58465.8
157,5.4934106,59124.285
158,5.500806,59668.223
