t,y,x
0.0,0.9185847743974591,0.41460715603170684
0.20200014114379883,0.9163585768237681,0.41743514078552835
0.2950000762939453,0.9144504074720317,0.4206319931145117
0.6000001430511475,0.9131385410446455,0.42364441165773314
0.8039999008178711,0.9123434704824831,0.42690274191772914
1.0090000629425049,0.9123434704824831,0.4297307266679127
1.2100002765655518,0.9129397734041049,0.4319439321370737
1.4100003242492676,0.9137348439662674,0.4334808803614578
1.6110002994537354,0.914370900416543,0.4343415713774448
1.81600022315979,0.9145299145293393,0.434648961021594
2.0139999389648438,0.9141323792482581,0.4348333948146319
2.117000102996826,0.913257801628788,0.4350793065277685
2.4180002212524414,0.9119061816727481,0.43563260789233027
2.623000144958496,0.9100775193801383,0.4366162547667045
2.821000099182129,0.9079705823887707,0.4380917250709899
3.005000114440918,0.9061419200961609,0.43987458502306254
3.2070000171661377,0.9043530113294764,0.44214926841596025
3.4130003452301025,0.9030808984280156,0.4443624738705694
3.617000102996826,0.9024845955063938,0.4462068117609306
3.820000171661377,0.902444841979559,0.4473748924137908
4.023999929428101,0.9029616378438732,0.44774375999259064
4.2209999561309814,0.9040747366316282,0.44719045862802886
4.424000024795532,0.905903398926057,0.44596090003688005
4.628000259399414,0.9083283641411981,0.44417804008480744
4.819000005722046,0.9112701252233819,0.4415959670513985
5.002000331878662,0.9140131186632061,0.4388294602249516
5.203999996185303,0.9168356191612475,0.43520226238979376
5.41100001335144,0.9192208308477348,0.431390630765236
5.607000112533569,0.9210892466689984,0.4277019549990655
5.808000326156616,0.9225203736832555,0.4244436247354315
6.019000291824341,0.9236732259978453,0.4218000737710099
6.2230002880096436,0.9248658318419984,0.4200172138189373
6.424000024795532,0.926296958853527,0.419033566951839
6.626000165939331,0.9282846352607521,0.4184802655909152
6.807000160217285,0.9305108328362621,0.4179884421500901
7.009999990463257,0.9332935798038307,0.41712775113774114
7.213000297546387,0.9362750944137588,0.41565228082981776
7.418000221252441,0.9393758696078294,0.4131931636511581
7.5980002880096436,0.9424766448019,0.4098118775364128
7.823000192642212,0.9456171735237149,0.406000245911855
8.026000022888184,0.9486384416613873,0.40206565842890996
8.22700023651123,0.9512621745179786,0.3984384605937521
8.427000284194946,0.9534486185648348,0.39524160826476873
8.618000268936157,0.9552375273315192,0.3927210131623724
8.82200026512146,0.956748161397627,0.3911840649197984
9.023000001907349,0.9583383025228613,0.39044632977311267
9.223000288009644,0.9602464718727788,0.3903233739110874
9.402000188827515,0.9623534088641463,0.39050780769684934
9.60700011253357,0.9652951699463301,0.39069224148624926
9.809999942779541,0.9689922480611131,0.39050780769684934
10.016000032424927,0.9732856290993368,0.38977007254288765
10.223000288009644,0.9778572848335898,0.38847903602800216
10.424000024795532,0.9822301729273022,0.3865732202139043
10.623000144958496,0.9861260186826257,0.38448297061404446
10.826000213623047,0.9893460544617483,0.3822082872247847
11.009999990463257,0.9915722520363488,0.3802409934833122
11.216000080108643,0.9928443649369001,0.3788884790337761
11.398000240325928,0.9935996819704087,0.3779048321666778
11.616000175476074,0.9939972172523994,0.3777203983736399
11.821000099182129,0.994315245477992,0.3783351776728523
12.025000095367432,0.9949115483996138,0.3798106479771377
12.228000164031982,0.995984893658715,0.38196237551164813
12.337000131607056,0.9973365136156644,0.3848518381892063
12.6010000705719,0.9985688729866524,0.3881101684528403
12.805000066757202,0.9995627111911745,0.39229066764892195
13.008000135421753,1.0,0.39690151235845406
13.208000183105469,0.9996422182457536,0.4015738349953608
13.412000179290771,0.9984496124016005,0.40630763555600424
13.618000268936157,0.9961836613001651,0.410979958192911
13.82200026512146,0.993202146690237,0.4158981925465923
14.007000207901001,0.9902206320793994,0.42050903725612443
14.116000175476074,0.9870403498307496,0.4257961391886056
14.421000003814697,0.9843768634464141,0.431390630765236
14.625,0.9822301729273022,0.4372310340659169
14.826000213623047,0.9803220035764753,0.4431943932104332
15.027000188827515,0.9782945736442343,0.4490962744348508
15.230000019073486,0.9757503478422223,0.4549366777318937
15.31600022315979,0.9728085867618574,0.46059264723953675
15.61899995803833,0.9695885509827349,0.4661871388198051
15.801000118255615,0.9666467899023701,0.471351284890261
16.00100016593933,0.9635062611796457,0.4774375999040785
16.20300030708313,0.9606440071547695,0.48364687077264534
