"t","x","y"
0,0.437,0.5766
1,0.4266,0.5295
2,0.4411,0.4877
3,0.4744,0.4616
4,0.5181,0.4566
5,0.5628,0.4759
6,0.595,0.5177
7,0.6115,0.5714
8,0.6117,0.6295
9,0.5928,0.6804
10,0.5562,0.7116
11,0.5116,0.7119
12,0.4662,0.6904
13,0.4332,0.6504
14,0.4163,0.5952
15,0.4155,0.5373
16,0.432,0.4852
17,0.4614,0.444
18,0.4986,0.4168
19,0.542,0.4044
20,0.5842,0.4099
21,0.6225,0.4339
22,0.6514,0.4726
23,0.6707,0.5228
24,0.676,0.5814
25,0.6574,0.6473
26,0.626,0.6973
27,0.5839,0.7254
28,0.5369,0.7281
29,0.4935,0.7051
30,0.4635,0.6621
31,0.4503,0.6081
32,0.4512,0.5525
33,0.4648,0.5013
34,0.4897,0.4624
35,0.5254,0.4399
36,0.5663,0.4363
37,0.604,0.4546
38,0.6309,0.4932
39,0.6415,0.5464
40,0.6398,0.6203
41,0.6224,0.6804
42,0.5908,0.7205
43,0.547,0.7314
44,0.505,0.7163
45,0.4726,0.6764
46,0.4545,0.6227
47,0.4518,0.5631
48,0.4578,0.5063
49,0.4733,0.4612
50,0.4987,0.4277
51,0.533,0.4053
52,0.5711,0.3971
53,0.6108,0.4085
54,0.641,0.4416
55,0.6633,0.4896
56,0.6717,0.5439
57,0.6677,0.6
58,0.65,0.6498
59,0.6194,0.6898
60,0.5758,0.7085
61,0.5294,0.6969
62,0.4922,0.6634
63,0.4683,0.6157
64,0.4574,0.5596
65,0.4784,0.5169
66,0.5104,0.4839
67,0.5523,0.465
68,0.5946,0.4648
69,0.6294,0.4875
70,0.6503,0.5311
71,0.6551,0.5827
72,0.6398,0.6324
73,0.6057,0.67
74,0.5599,0.6871
75,0.5123,0.6817
76,0.4717,0.6535
77,0.445,0.6058
78,0.4348,0.5483
79,0.4395,0.4941
80,0.4609,0.4497
81,0.4943,0.4229
82,0.5382,0.434
83,0.5758,0.4664
84,0.5962,0.5192
85,0.6022,0.578
86,0.5945,0.6363
87,0.5761,0.6847
88,0.5479,0.7207
89,0.5087,0.7281
90,0.4747,0.6986
91,0.4548,0.647
92,0.4495,0.5826
93,0.4534,0.5187
94,0.4678,0.465
95,0.4906,0.4218
96,0.525,0.3938
97,0.5639,0.3824
98,0.6038,0.392
99,0.6362,0.4248
100,0.6516,0.4749
101,0.6514,0.5311
102,0.6363,0.5881
103,0.6082,0.6395
104,0.5698,0.6761
105,0.5261,0.69
106,0.4841,0.6771
107,0.4531,0.6382
108,0.4405,0.5808
109,0.4432,0.5206
110,0.4615,0.4708
111,0.4882,0.4289
112,0.5211,0.3932
113,0.5582,0.3695
114,0.5983,0.3587
115,0.6347,0.3751
116,0.6567,0.4175
117,0.6642,0.4742
118,0.6514,0.5318
119,0.6251,0.588
120,0.5905,0.6355
121,0.5518,0.6699
122,0.5056,0.6564
123,0.4665,0.631
124,0.4416,0.5843
125,0.4333,0.529
126,0.444,0.4781
127,0.4693,0.4321
128,0.5025,0.3935
129,0.5401,0.3673
130,0.5795,0.3568
131,0.6156,0.3685
132,0.6394,0.4083
133,0.6421,0.4623
134,0.6277,0.5204
135,0.5981,0.5747
136,0.5628,0.6231
137,0.5286,0.6612
138,0.4936,0.6818
139,0.4582,0.6817
140,0.4337,0.6463
141,0.4546,0.6027
142,0.4859,0.5523
143,0.5237,0.5076
144,0.5619,0.4707
145,0.5973,0.4449
146,0.6295,0.4248
147,0.6616,0.4093
148,0.6937,0.4083
149,0.6952,0.4458
150,0.669,0.4816
151,0.6278,0.5191
152,0.5794,0.5574
153,0.5323,0.5924
154,0.4905,0.6189
155,0.4517,0.6279
156,0.4152,0.6102
157,0.3973,0.5665
158,0.4043,0.5141
159,0.4271,0.4637
160,0.4627,0.4243
161,0.5023,0.3937
162,0.541,0.3738
163,0.5793,0.3641
164,0.6172,0.3642
165,0.6491,0.3878
166,0.6566,0.4334
167,0.6451,0.4843
168,0.6192,0.537
169,0.585,0.5869
170,0.5465,0.6282
171,0.5073,0.656
172,0.4694,0.6668
173,0.4315,0.6516
174,0.4086,0.607
175,0.4073,0.5482
176,0.4239,0.4917
177,0.4531,0.4446
178,0.4904,0.409
179,0.5334,0.3831
180,0.5764,0.3652
181,0.6165,0.3564
182,0.6537,0.3668
183,0.6747,0.402
184,0.6723,0.4533
185,0.6509,0.5082
186,0.6198,0.5593
187,0.5805,0.6007
188,0.5375,0.6314
189,0.4968,0.65
190,0.4579,0.6409
191,0.4266,0.6063
192,0.4164,0.5532
193,0.4124,0.4857
194,0.4221,0.4327
195,0.4467,0.3895
196,0.4836,0.3586
197,0.5278,0.3422
198,0.5739,0.338
199,0.6148,0.3518
200,0.6487,0.3845
201,0.6715,0.4336
202,0.6746,0.4907
203,0.6604,0.5473
204,0.6362,0.5991
205,0.5984,0.6394
206,0.5534,0.6625
207,0.5087,0.667
208,0.4683,0.6503
209,0.4399,0.6058
210,0.427,0.5333
211,0.4337,0.472
212,0.4541,0.4201
213,0.484,0.3767
214,0.5217,0.347
215,0.565,0.3253
216,0.6081,0.319
217,0.6477,0.3284
218,0.68,0.3583
219,0.6971,0.4028
220,0.6908,0.4557
221,0.6647,0.5073
222,0.6287,0.5512
223,0.5868,0.5872
224,0.5468,0.5847
225,0.5035,0.5724
226,0.4556,0.5571
227,0.4167,0.5324
228,0.3911,0.4994
229,0.3826,0.4549
230,0.3982,0.4145
231,0.4339,0.3846
232,0.481,0.3707
233,0.5305,0.371
234,0.5784,0.3832
235,0.6224,0.4044
236,0.6557,0.434
237,0.6759,0.4782
238,0.6799,0.5298
239,0.6674,0.5823
240,0.6356,0.6222
241,0.5909,0.6472
242,0.5404,0.6516
243,0.4956,0.634
244,0.4642,0.5953
245,0.4464,0.544
246,0.4414,0.4882
247,0.4509,0.4355
248,0.4716,0.3879
249,0.501,0.3509
250,0.5411,0.3269
251,0.5846,0.32
252,0.6221,0.3351
253,0.6491,0.3726
254,0.6611,0.4217
255,0.6621,0.4783
256,0.65,0.5336
257,0.6389,0.5928
258,0.6118,0.6401
259,0.5708,0.6677
260,0.5251,0.6691
261,0.4855,0.6432
262,0.4579,0.598
263,0.4466,0.5414
264,0.4487,0.4848
265,0.4621,0.4347
266,0.4861,0.3901
267,0.5202,0.3553
268,0.5618,0.3342
269,0.6036,0.3291
270,0.6419,0.345
271,0.6697,0.382
272,0.6779,0.4362
273,0.6681,0.4926
274,0.6485,0.5454
275,0.6199,0.5919
276,0.5808,0.6265
277,0.537,0.6452
278,0.4936,0.6412
279,0.4569,0.6121
280,0.432,0.5636
281,0.4206,0.5083
282,0.4264,0.4544
283,0.4441,0.4066
284,0.4725,0.3642
285,0.5094,0.3333
286,0.5522,0.3162
287,0.595,0.3199
288,0.6299,0.3459
289,0.6549,0.3919
290,0.6655,0.4452
291,0.6631,0.5027
292,0.6529,0.5583
293,0.6288,0.61
294,0.5924,0.6464
295,0.5475,0.6634
296,0.5055,0.6525
297,0.4772,0.6126
298,0.4608,0.5558
299,0.4561,0.4959
300,0.4637,0.4415
301,0.4792,0.3927
302,0.5028,0.3479
303,0.533,0.311
304,0.5697,0.2933
305,0.6058,0.304
306,0.6271,0.3433
307,0.6325,0.3992
308,0.6188,0.4528
309,0.5983,0.5057
310,0.5678,0.5534
311,0.5321,0.5918
312,0.4964,0.6186
313,0.4605,0.6219
314,0.4161,0.6204
315,0.3949,0.5806
316,0.4005,0.5243
317,0.4235,0.4703
318,0.4584,0.426
319,0.5005,0.3961
320,0.5458,0.3802
321,0.5889,0.372
322,0.6292,0.3738
323,0.6659,0.3906
324,0.6892,0.426
325,0.6922,0.4743
326,0.6777,0.5257
327,0.6541,0.5747
328,0.6181,0.6111
329,0.5669,0.6092
330,0.5076,0.5832
331,0.4649,0.5474
332,0.4363,0.5023
333,0.4223,0.4569
334,0.4251,0.4086
335,0.445,0.3651
336,0.482,0.3362
337,0.5295,0.324
338,0.5795,0.3272
339,0.6204,0.3495
340,0.6513,0.3892
341,0.6655,0.4392
342,0.6648,0.4945
343,0.6544,0.5484
344,0.6328,0.5972
345,0.5978,0.6281
346,0.5543,0.6406
347,0.5128,0.6284
348,0.4829,0.5901
349,0.4706,0.534
350,0.4718,0.4773
351,0.4851,0.4272
352,0.5063,0.3799
353,0.5363,0.3406
354,0.5709,0.3096
355,0.6158,0.3214
356,0.6467,0.3538
357,0.6591,0.4003
358,0.6549,0.4534
359,0.6418,0.509
360,0.6233,0.5611
361,0.5953,0.603
362,0.5626,0.6376
363,0.5257,0.658
364,0.4904,0.6576
365,0.4705,0.6189
366,0.4716,0.5619
367,0.4896,0.5056
368,0.5213,0.4593
369,0.5597,0.4242
370,0.6004,0.4019
371,0.6411,0.3848
372,0.6796,0.3732
373,0.713,0.3758
374,0.7322,0.4055
375,0.7253,0.4517
376,0.6971,0.4973
377,0.6573,0.5338
378,0.6157,0.547
379,0.5679,0.5538
380,0.5183,0.5512
381,0.4747,0.534
382,0.4378,0.5096
383,0.4093,0.475
384,0.404,0.4314
385,0.4277,0.3901
386,0.4706,0.3618
387,0.5235,0.3526
388,0.5766,0.3671
389,0.624,0.3886
390,0.6648,0.4186
391,0.6971,0.4593
392,0.715,0.5101
393,0.7179,0.5629
394,0.7019,0.6113
395,0.6682,0.6442
396,0.6226,0.6593
397,0.5717,0.6509
398,0.5254,0.6261
399,0.485,0.5894
400,0.4591,0.5408
401,0.4477,0.4958
402,0.4563,0.4476
403,0.4858,0.4052
404,0.5246,0.3698
405,0.5684,0.3466
406,0.6113,0.3349
407,0.6514,0.3428
408,0.6805,0.3764
409,0.6906,0.4258
410,0.6845,0.4823
411,0.6671,0.5338
412,0.6437,0.5826
413,0.612,0.6201
414,0.5726,0.6444
415,0.531,0.6489
416,0.498,0.6221
417,0.4818,0.5712
418,0.4813,0.514
419,0.4944,0.4611
420,0.5209,0.4191
421,0.5525,0.3831
422,0.5877,0.3534
423,0.6201,0.3268
424,0.6538,0.3119
425,0.6863,0.3247
426,0.7055,0.3666
427,0.7052,0.4223
428,0.6894,0.4809
429,0.6625,0.5326
430,0.631,0.5797
431,0.5933,0.6148
432,0.556,0.6415
433,0.5078,0.6636
434,0.4938,0.6329
435,0.5095,0.5859
436,0.5317,0.5308
437,0.5558,0.4796
438,0.5814,0.4367
439,0.6179,0.4023
440,0.6508,0.373
441,0.6787,0.3488
442,0.7079,0.3403
443,0.7211,0.3714
444,0.7093,0.4196
445,0.6821,0.4697
446,0.6474,0.515
447,0.6105,0.5543
448,0.5716,0.5908
449,0.5326,0.6181
450,0.4953,0.6322
451,0.468,0.609
452,0.4571,0.5591
453,0.4618,0.5019
454,0.4796,0.4492
455,0.5076,0.4066
456,0.5427,0.3691
457,0.5777,0.3402
458,0.6127,0.3205
459,0.6477,0.319
460,0.6711,0.3498
461,0.6714,0.4012
462,0.6561,0.456
463,0.6333,0.5094
464,0.6031,0.5575
465,0.5685,0.6
466,0.5348,0.6329
467,0.5008,0.6508
468,0.4707,0.6285
469,0.4554,0.5774
470,0.4545,0.5175
471,0.4673,0.4632
472,0.4903,0.4166
473,0.5239,0.377
474,0.5615,0.3436
475,0.5975,0.318
476,0.6335,0.3056
477,0.6655,0.3206
478,0.6794,0.3722
479,0.6706,0.4285
480,0.6496,0.4829
481,0.6201,0.5297
482,0.5826,0.5693
483,0.5445,0.602
484,0.5109,0.6295
485,0.4761,0.6322
486,0.4551,0.5932
487,0.4533,0.535
488,0.4674,0.4784
489,0.4904,0.4294
490,0.5016,0.3878
491,0.5255,0.3489
492,0.5573,0.3174
493,0.5905,0.2946
494,0.6249,0.2908
495,0.6508,0.3207
496,0.6561,0.3717
497,0.641,0.4266
498,0.6155,0.4787
499,0.5839,0.5264
500,0.5468,0.5659
501,0.5096,0.5924
502,0.471,0.6044
503,0.4368,0.5883
504,0.4218,0.5431
505,0.4334,0.4911
506,0.4643,0.4435
507,0.5033,0.4059
508,0.5475,0.3761
509,0.5899,0.3518
510,0.6298,0.3392
511,0.6663,0.3493
512,0.6877,0.3823
513,0.6871,0.4309
514,0.6645,0.4812
515,0.6303,0.5236
516,0.5896,0.5598
517,0.547,0.5883
518,0.5065,0.6024
519,0.4673,0.5916
520,0.4393,0.5546
521,0.4297,0.5037
522,0.4439,0.454
523,0.4724,0.4108
524,0.5105,0.3742
525,0.5566,0.35
526,0.6046,0.3357
527,0.6503,0.3389
528,0.6869,0.3662
529,0.7077,0.4111
530,0.7119,0.4654
531,0.7006,0.5231
532,0.6771,0.5728
533,0.6417,0.6089
534,0.5966,0.6283
535,0.5508,0.626
536,0.512,0.602
537,0.4851,0.556
538,0.4748,0.5007
539,0.4824,0.4477
540,0.502,0.4001
541,0.5314,0.3578
542,0.5692,0.3295
543,0.6073,0.3119
544,0.6186,0.3087
545,0.6231,0.3017
546,0.6298,0.2983
547,0.6332,0.3036
548,0.6331,0.3085
549,0.6323,0.3108
550,0.6326,0.3093
551,0.637,0.3089
552,0.643,0.3023
553,0.6461,0.2887
554,0.6475,0.2791
555,0.6497,0.2693
556,0.6489,0.2649
557,0.6491,0.2558
558,0.6513,0.2475
559,0.6557,0.2391
560,0.6558,0.2332
561,0.6545,0.2287
562,0.6543,0.2283
563,0.6542,0.2314
564,0.6529,0.2347
565,0.6497,0.2453
566,0.647,0.2508
567,0.645,0.2553
568,0.6443,0.2602
569,0.6448,0.2654
570,0.6453,0.272
571,0.6439,0.2708
572,0.6448,0.2727
573,0.6465,0.2747
574,0.6488,0.2754
575,0.6505,0.2744
576,0.6512,0.2698
577,0.6502,0.2591
578,0.6492,0.2451
579,0.653,0.2317
580,0.6399,0.1977
581,0.601,0.1934
582,0.5556,0.2212
583,0.5151,0.2648
584,0.4843,0.314
585,0.4644,0.3654
586,0.4562,0.4171
587,0.4581,0.4699
588,0.4703,0.5235
589,0.4934,0.5729
590,0.5259,0.6111
591,0.5692,0.6359
592,0.6159,0.642
593,0.6585,0.6276
594,0.6963,0.602
595,0.7262,0.5602
596,0.7483,0.51
597,0.7617,0.4581
598,0.76,0.4056
599,0.7435,0.3555
600,0.7108,0.3148
601,0.6681,0.2885
602,0.6167,0.2805
603,0.5619,0.2829
604,0.5105,0.2965
605,0.4645,0.3156
606,0.4231,0.3359
607,0.3884,0.365
608,0.3689,0.4062
609,0.3686,0.4554
610,0.3848,0.5088
611,0.4157,0.5554
612,0.4585,0.592
613,0.507,0.6087
614,0.5587,0.6075
615,0.6117,0.6
616,0.6581,0.5817
617,0.7005,0.5573
618,0.7389,0.529
619,0.7745,0.4993
620,0.805,0.4666
621,0.8282,0.4282
622,0.8336,0.3809
623,0.8186,0.3354
624,0.7824,0.304
625,0.7338,0.2847
626,0.6813,0.2824
627,0.6272,0.2938
628,0.5753,0.3139
629,0.5263,0.3405
630,0.4851,0.3705
631,0.4479,0.4023
632,0.4179,0.4397
633,0.3949,0.4817
634,0.3821,0.5291
635,0.3908,0.5744
636,0.4234,0.61
637,0.4712,0.6253
638,0.525,0.6284
639,0.5828,0.6254
640,0.6407,0.6151
641,0.6907,0.598
642,0.7367,0.574
643,0.7785,0.543
644,0.8159,0.5083
645,0.8471,0.4728
646,0.872,0.4331
647,0.8826,0.3901
648,0.8654,0.3474
649,0.8249,0.3227
650,0.7755,0.3129
651,0.7236,0.3119
652,0.6724,0.305
653,0.6195,0.3103
654,0.5609,0.302
655,0.5107,0.3106
656,0.4679,0.3236
657,0.4319,0.3483
658,0.4021,0.3803
659,0.3827,0.4243
660,0.3737,0.4745
661,0.3808,0.5292
662,0.4097,0.5702
663,0.4527,0.5971
664,0.5033,0.602
665,0.5546,0.593
666,0.6046,0.5798
667,0.6443,0.5493
668,0.682,0.5191
669,0.7201,0.4883
670,0.7566,0.4593
671,0.7893,0.4281
672,0.8167,0.392
673,0.8395,0.3542
674,0.8462,0.3074
675,0.8288,0.2678
676,0.7895,0.2461
677,0.7381,0.2393
678,0.6849,0.2482
679,0.6311,0.2637
680,0.5769,0.2788
681,0.5276,0.2965
682,0.4816,0.3182
683,0.4426,0.3446
684,0.4067,0.3805
685,0.3772,0.421
686,0.3494,0.4561
687,0.3347,0.5024
688,0.3268,0.5565
689,0.318,0.6125
690,0.3199,0.6673
691,0.337,0.7148
692,0.3699,0.7504
693,0.4215,0.7639
694,0.4799,0.7635
695,0.5393,0.7581
696,0.5937,0.7353
697,0.6429,0.7049
698,0.6913,0.6724
699,0.7347,0.6396
700,0.7734,0.607
701,0.8074,0.566
702,0.8324,0.5198
703,0.8488,0.4744
704,0.8589,0.4285
705,0.8569,0.3839
706,0.8348,0.3446
707,0.7967,0.324
708,0.7527,0.2982
709,0.7011,0.2786
710,0.6504,0.2674
711,0.5962,0.2629
712,0.5409,0.2591
713,0.4857,0.2599
714,0.4351,0.2684
715,0.3906,0.2867
716,0.3523,0.3169
717,0.3189,0.3585
718,0.2906,0.4043
719,0.2713,0.4525
720,0.2633,0.5067
721,0.2671,0.558
722,0.284,0.6086
723,0.3125,0.6566
724,0.3514,0.695
725,0.4016,0.7077
726,0.4512,0.7146
727,0.5027,0.716
728,0.5572,0.7092
729,0.6106,0.6913
730,0.6585,0.6679
731,0.7054,0.6459
732,0.7516,0.6293
733,0.796,0.6086
734,0.8414,0.5873
735,0.8819,0.5641
736,0.9214,0.5444
737,0.9575,0.5249
738,0.9867,0.4969
739,1,0.461
740,0.9924,0.4183
741,0.9581,0.3852
742,0.9046,0.3732
743,0.8421,0.3747
744,0.7802,0.3807
745,0.7241,0.3867
746,0.6627,0.3978
747,0.6118,0.4044
748,0.5603,0.4033
749,0.5088,0.4015
750,0.4588,0.4043
751,0.4256,0.4433
752,0.3929,0.4913
753,0.3646,0.5419
754,0.3443,0.5898
755,0.3295,0.6422
756,0.3232,0.6947
757,0.3276,0.7437
758,0.3548,0.7779
759,0.4043,0.7871
760,0.462,0.7827
761,0.5204,0.769
762,0.5776,0.7483
763,0.631,0.7221
764,0.6849,0.6921
765,0.7336,0.659
766,0.7813,0.6277
767,0.8263,0.5932
768,0.8657,0.559
769,0.9008,0.5263
770,0.9344,0.4954
771,0.9621,0.4605
772,0.9773,0.4195
773,0.9805,0.376
774,0.9534,0.3364
775,0.907,0.3023
776,0.8459,0.2762
777,0.779,0.2579
778,0.7152,0.2413
779,0.6575,0.231
780,0.601,0.2207
781,0.5468,0.207
782,0.4949,0.1924
783,0.4474,0.1828
784,0.4048,0.1812
785,0.3745,0.1744
786,0.3599,0.1435
787,0.3426,0.1133
788,0.359,0.0856
789,0.3956,0.1097
790,0.4358,0.1646
791,0.4723,0.2332
792,0.5062,0.3016
793,0.5342,0.3713
794,0.5569,0.4394
795,0.5722,0.5085
796,0.5815,0.5752
797,0.5895,0.6427
798,0.5939,0.7051
799,0.5987,0.7618
800,0.6024,0.8187
801,0.6094,0.8727
802,0.6073,0.924
803,0.6215,0.9687
804,0.6552,0.997
805,0.7019,1
806,0.7477,0.9771
807,0.7826,0.9322
808,0.8056,0.8752
809,0.8099,0.8085
810,0.7969,0.7378
811,0.7719,0.6689
812,0.7412,0.6047
813,0.7069,0.541
814,0.6684,0.4842
815,0.6327,0.4344
816,0.6016,0.3786
817,0.5757,0.3151
818,0.554,0.2492
819,0.5247,0.1888
820,0.5098,0.1272
821,0.5017,0.0708
822,0.487,0.0268
823,0.4532,0.0061
824,0.4157,0.018
825,0.3889,0.0638
826,0.3788,0.1277
827,0.3827,0.1954
828,0.397,0.2632
829,0.4155,0.3296
830,0.4325,0.3947
831,0.4346,0.465
832,0.4349,0.5379
833,0.4305,0.6042
834,0.4171,0.6599
835,0.3929,0.7064
836,0.3611,0.7423
837,0.3254,0.7665
838,0.2877,0.7748
839,0.2515,0.7596
840,0.229,0.714
841,0.2168,0.6512
842,0.2195,0.5815
843,0.2402,0.5134
844,0.27,0.4511
845,0.3061,0.3946
846,0.326,0.3332
847,0.3614,0.2804
848,0.4096,0.2474
849,0.4657,0.2266
850,0.5219,0.2139
851,0.5744,0.1993
852,0.6176,0.1843
853,0.6573,0.1607
854,0.6922,0.1294
855,0.7262,0.0981
856,0.7671,0.0819
857,0.8126,0.0892
858,0.8513,0.1236
859,0.8761,0.1769
860,0.8787,0.2367
861,0.8586,0.2947
862,0.8264,0.3482
863,0.7816,0.3918
864,0.7338,0.4213
865,0.6851,0.4408
866,0.6331,0.4506
867,0.5798,0.456
868,0.522,0.4663
869,0.4651,0.4893
870,0.4119,0.5201
871,0.3615,0.5461
872,0.313,0.5523
873,0.2743,0.5248
874,0.2444,0.4855
875,0.2329,0.4349
876,0.2496,0.3822
877,0.2899,0.3368
878,0.3401,0.3044
879,0.3984,0.2899
880,0.458,0.2792
881,0.5152,0.2687
882,0.5683,0.2613
883,0.6209,0.2542
884,0.6711,0.2445
885,0.7194,0.233
886,0.7685,0.2283
887,0.8125,0.2345
888,0.8506,0.249
889,0.8743,0.2829
890,0.8798,0.3325
891,0.8731,0.3834
892,0.8483,0.4267
893,0.8061,0.455
894,0.7675,0.494
895,0.7245,0.5276
896,0.6807,0.5567
897,0.6328,0.5835
898,0.576,0.6034
899,0.5137,0.6123
900,0.45,0.6072
901,0.3911,0.5891
902,0.3399,0.5651
903,0.2998,0.5356
904,0.2637,0.5131
905,0.2395,0.4873
906,0.2313,0.4516
907,0.2535,0.415
908,0.3037,0.4052
909,0.3645,0.4219
910,0.4241,0.4493
911,0.4793,0.4748
912,0.53,0.4917
913,0.5749,0.4901
914,0.6144,0.4773
915,0.6409,0.4344
916,0.6594,0.3761
917,0.6699,0.3142
918,0.6707,0.2478
919,0.6679,0.1857
920,0.663,0.1286
921,0.6567,0.0777
922,0.6382,0.0333
923,0.6129,0.0018
924,0.5698,0.0054
925,0.5222,0.0306
926,0.486,0.0812
927,0.461,0.1451
928,0.4467,0.2122
929,0.4254,0.267
930,0.4127,0.3281
931,0.4,0.3932
932,0.3897,0.4587
933,0.3813,0.5235
934,0.388,0.5802
935,0.404,0.6326
936,0.4139,0.6758
937,0.4386,0.7036
938,0.4689,0.7087
939,0.5074,0.6855
940,0.5195,0.6335
941,0.4998,0.5698
942,0.4631,0.5045
943,0.4287,0.44
944,0.4056,0.3763
945,0.3984,0.3103
946,0.4104,0.2414
947,0.435,0.179
948,0.4729,0.1292
949,0.5195,0.0916
950,0.5698,0.0675
951,0.6178,0.0548
952,0.6648,0.0574
953,0.7084,0.0667
954,0.7493,0.0998
955,0.7761,0.1534
956,0.7949,0.2132
957,0.7876,0.2879
958,0.7651,0.3494
959,0.7241,0.3919
960,0.6756,0.4202
961,0.6223,0.4391
962,0.5682,0.4518
963,0.5103,0.4673
964,0.4533,0.4856
965,0.399,0.5031
966,0.3484,0.517
967,0.3011,0.5219
968,0.2473,0.5144
969,0.219,0.49
970,0.2068,0.4466
971,0.2355,0.4097
972,0.2841,0.3823
973,0.3469,0.3783
974,0.4113,0.3933
975,0.47,0.4195
976,0.5264,0.4413
977,0.5802,0.4455
978,0.6295,0.4346
979,0.6732,0.4019
980,0.7064,0.3572
981,0.7288,0.3047
982,0.7416,0.2499
983,0.7456,0.2036
984,0.7336,0.1587
985,0.7084,0.1233
