"t","x","y"
0,0.2302,0.1995
1,0.2403,0.2104
2,0.2536,0.2247
3,0.2625,0.2343
4,0.271,0.2434
5,0.2789,0.2519
6,0.2879,0.2615
7,0.2957,0.2699
8,0.306,0.2811
9,0.315,0.2907
10,0.3236,0.3
11,0.3318,0.3089
12,0.3401,0.3178
13,0.3491,0.3275
14,0.3575,0.3365
15,0.3651,0.3447
16,0.3737,0.3539
17,0.3812,0.362
18,0.3887,0.3701
19,0.3969,0.3789
20,0.4042,0.3868
21,0.4245,0.4086
22,0.4328,0.4176
23,0.4405,0.4258
24,0.4481,0.434
25,0.4558,0.4424
26,0.4631,0.4502
27,0.4731,0.4609
28,0.48,0.4684
29,0.4871,0.476
30,0.4955,0.4851
31,0.5031,0.4932
32,0.5103,0.501
33,0.5175,0.5088
34,0.5242,0.516
35,0.5311,0.5235
36,0.5375,0.5303
37,0.5442,0.5375
38,0.5509,0.5447
39,0.5575,0.5518
40,0.5637,0.5585
41,0.5706,0.566
42,0.5768,0.5726
43,0.5836,0.5799
44,0.591,0.5879
45,0.5978,0.5952
46,0.6051,0.6031
47,0.6119,0.6104
48,0.6181,0.6171
49,0.6248,0.6243
50,0.6315,0.6315
51,0.6382,0.6387
52,0.645,0.6461
53,0.6515,0.6531
54,0.6609,0.6632
55,0.6666,0.6693
56,0.674,0.6772
57,0.6804,0.6841
58,0.687,0.6913
59,0.6936,0.6984
60,0.7004,0.7057
61,0.707,0.7128
62,0.7135,0.7198
63,0.7201,0.7269
64,0.7273,0.7346
65,0.7333,0.7411
66,0.74,0.7483
67,0.746,0.7548
68,0.7527,0.762
69,0.7588,0.7686
70,0.7654,0.7757
71,0.7733,0.7842
72,0.7807,0.7921
73,0.7863,0.7981
74,0.7921,0.8044
75,0.7984,0.8112
76,0.8041,0.8173
77,0.8096,0.8233
78,0.8179,0.8322
79,0.8233,0.838
80,0.8291,0.8442
81,0.8344,0.8499
82,0.8404,0.8564
83,0.8458,0.8622
84,0.8515,0.8684
85,0.8572,0.8745
86,0.8627,0.8804
87,0.8683,0.8864
88,0.874,0.8926
89,0.8794,0.8984
90,0.8852,0.9047
91,0.8904,0.9103
92,0.8963,0.9165
93,0.9014,0.9221
94,0.9071,0.9282
95,0.9122,0.9337
96,0.9175,0.9394
97,0.9228,0.9451
98,0.9278,0.9505
99,0.9331,0.9562
100,0.9381,0.9616
101,0.943,0.9669
102,0.9483,0.9726
103,0.9549,0.9797
104,0.9597,0.9849
105,0.9647,0.9902
106,0.9696,0.9955
107,0.9738,1
108,0.9737,0.9994
109,0.9736,0.9987
110,0.9735,0.998
111,0.9734,0.9974
112,0.9733,0.9967
113,0.9731,0.9961
114,0.973,0.9955
115,0.9729,0.9949
116,0.9727,0.9942
117,0.9726,0.9937
118,0.9724,0.9931
119,0.9722,0.9924
120,0.9721,0.9918
121,0.9719,0.9912
122,0.9717,0.9906
123,0.9715,0.9901
124,0.9713,0.9895
125,0.9711,0.9889
126,0.9708,0.9883
127,0.9706,0.9877
128,0.9703,0.987
129,0.9701,0.9864
130,0.9698,0.9859
131,0.9695,0.9853
132,0.9693,0.9848
133,0.969,0.9842
134,0.9687,0.9837
135,0.9684,0.9832
136,0.9681,0.9826
137,0.9678,0.9821
138,0.9675,0.9816
139,0.9672,0.9811
140,0.9668,0.9806
141,0.9665,0.9801
142,0.9662,0.9796
143,0.9658,0.9791
144,0.9654,0.9786
145,0.9651,0.9781
146,0.9647,0.9777
147,0.9643,0.9772
148,0.9639,0.9768
149,0.9635,0.9763
150,0.9631,0.9759
151,0.9627,0.9754
152,0.9623,0.975
153,0.9617,0.9745
154,0.9613,0.9741
155,0.9609,0.9737
156,0.9605,0.9733
157,0.96,0.973
158,0.9596,0.9726
159,0.9591,0.9722
160,0.9587,0.9719
161,0.9582,0.9716
162,0.9578,0.9713
163,0.9573,0.9709
164,0.9568,0.9706
165,0.9563,0.9703
166,0.9559,0.97
167,0.9554,0.9698
168,0.9549,0.9695
169,0.9544,0.9692
170,0.9539,0.969
171,0.9534,0.9688
172,0.953,0.9685
173,0.9524,0.9683
174,0.952,0.9681
175,0.9514,0.9679
176,0.9509,0.9677
177,0.9504,0.9676
178,0.9497,0.9673
179,0.9492,0.9672
180,0.9487,0.967
181,0.9482,0.9669
182,0.9476,0.9668
183,0.9471,0.9667
184,0.9466,0.9666
185,0.946,0.9665
186,0.9455,0.9664
187,0.945,0.9663
188,0.9444,0.9662
189,0.9439,0.9662
190,0.9433,0.9662
191,0.9428,0.9661
192,0.9422,0.9661
193,0.9417,0.9661
194,0.9412,0.9661
195,0.9406,0.9661
196,0.9401,0.9661
197,0.9395,0.9661
198,0.939,0.9662
199,0.9385,0.9662
200,0.9379,0.9663
201,0.9374,0.9664
202,0.9368,0.9665
203,0.9361,0.9666
204,0.9356,0.9667
205,0.935,0.9668
206,0.9345,0.9669
207,0.9339,0.9671
208,0.9334,0.9672
209,0.9328,0.9674
210,0.9323,0.9675
211,0.9318,0.9677
212,0.9312,0.9679
213,0.9307,0.9681
214,0.9302,0.9683
215,0.9297,0.9685
216,0.9292,0.9687
217,0.9286,0.969
218,0.9281,0.9692
219,0.9276,0.9695
220,0.927,0.9698
221,0.9265,0.97
222,0.926,0.9703
223,0.9255,0.9706
224,0.925,0.9709
225,0.9245,0.9712
226,0.924,0.9715
227,0.9235,0.9719
228,0.9229,0.9723
229,0.9224,0.9726
230,0.9222,0.9728
231,0.9222,0.9728
232,0.9221,0.9692
233,0.9221,0.9692
234,0.922,0.9656
235,0.922,0.9656
236,0.922,0.9656
237,0.922,0.9619
238,0.922,0.9619
239,0.9219,0.9583
240,0.9219,0.9583
241,0.9219,0.9583
242,0.9219,0.9547
243,0.9219,0.9547
244,0.9218,0.9511
245,0.9218,0.9511
246,0.9218,0.9511
247,0.9217,0.9475
248,0.9217,0.9475
249,0.9217,0.9439
250,0.9217,0.9439
251,0.9216,0.9403
252,0.9216,0.9367
253,0.9216,0.9367
254,0.9216,0.9367
255,0.9215,0.9331
256,0.9215,0.9331
257,0.9214,0.9295
258,0.9214,0.9295
259,0.9214,0.9295
260,0.9214,0.9259
261,0.9214,0.9259
262,0.9213,0.9223
263,0.9213,0.9223
264,0.9213,0.9223
265,0.9213,0.9187
266,0.9213,0.9187
267,0.9212,0.9152
268,0.9212,0.9152
269,0.9212,0.9152
270,0.9211,0.9116
271,0.9211,0.9116
272,0.9211,0.908
273,0.9211,0.908
274,0.9211,0.908
275,0.921,0.9045
276,0.921,0.9045
277,0.921,0.9009
278,0.921,0.9009
279,0.9209,0.8974
280,0.9209,0.8974
281,0.9209,0.8974
282,0.9208,0.8938
283,0.9208,0.8938
284,0.9208,0.8903
285,0.9208,0.8903
286,0.9208,0.8903
287,0.9207,0.8867
288,0.9207,0.8867
289,0.9207,0.8832
290,0.9207,0.8832
291,0.9207,0.8832
292,0.9206,0.8797
293,0.9206,0.8797
294,0.9206,0.8762
295,0.9206,0.8762
296,0.9206,0.8762
297,0.9205,0.8726
298,0.9205,0.8726
299,0.9204,0.8691
300,0.9204,0.8691
301,0.9204,0.8691
302,0.9204,0.8656
303,0.9204,0.8656
304,0.9203,0.8621
305,0.9203,0.8621
306,0.9203,0.8586
307,0.9203,0.8586
308,0.9203,0.8586
309,0.9202,0.8551
310,0.9202,0.8551
311,0.9201,0.8516
312,0.9201,0.8516
313,0.9201,0.8516
314,0.9201,0.8481
315,0.9201,0.8481
316,0.92,0.8446
317,0.92,0.8446
318,0.92,0.8446
319,0.92,0.8411
320,0.92,0.8411
321,0.9199,0.8376
322,0.9199,0.8376
323,0.9199,0.8376
324,0.9199,0.8342
325,0.9199,0.8342
326,0.9198,0.8307
327,0.9198,0.8307
328,0.9197,0.8272
329,0.9197,0.8272
330,0.9197,0.8272
331,0.9197,0.8238
332,0.9197,0.8238
333,0.9196,0.8203
334,0.9196,0.8203
335,0.9196,0.8203
336,0.9196,0.8168
337,0.9196,0.8168
338,0.9195,0.8134
339,0.9195,0.8134
340,0.9195,0.8134
341,0.9195,0.8099
342,0.9195,0.8099
343,0.9194,0.8065
344,0.9194,0.8065
345,0.9194,0.8065
346,0.9193,0.8031
347,0.9193,0.8031
348,0.9193,0.7996
