"t","x","y"
0,0.9418,0.3379
1,0.9418,0.3379
2,0.9418,0.3416
3,0.9418,0.3416
4,0.9419,0.3453
5,0.9419,0.3453
6,0.9419,0.3453
7,0.9419,0.3491
8,0.9419,0.3491
9,0.942,0.3528
10,0.942,0.3528
11,0.942,0.3528
12,0.942,0.3566
13,0.942,0.3566
14,0.9421,0.3604
15,0.9421,0.3604
16,0.9421,0.3641
17,0.9421,0.3641
18,0.9421,0.3641
19,0.9422,0.3679
20,0.9422,0.3679
21,0.9422,0.3717
22,0.9422,0.3717
23,0.9423,0.3754
24,0.9423,0.3754
25,0.9423,0.3754
26,0.9423,0.3792
27,0.9423,0.3792
28,0.9424,0.383
29,0.9424,0.383
30,0.9424,0.3868
31,0.9424,0.3868
32,0.9424,0.3868
33,0.9425,0.3906
34,0.9425,0.3906
35,0.9425,0.3944
36,0.9425,0.3944
37,0.9425,0.3944
38,0.9426,0.3982
39,0.9426,0.3982
40,0.9426,0.402
41,0.9426,0.402
42,0.9427,0.4059
43,0.9427,0.4059
44,0.9427,0.4097
45,0.9427,0.4097
46,0.9427,0.4097
47,0.9428,0.4135
48,0.9428,0.4135
49,0.9428,0.4173
50,0.9428,0.4173
51,0.9428,0.4173
52,0.9429,0.4212
53,0.9429,0.4212
54,0.9429,0.425
55,0.9429,0.425
56,0.9429,0.425
57,0.943,0.4289
58,0.943,0.4289
59,0.943,0.4327
60,0.943,0.4327
61,0.943,0.4327
62,0.9431,0.4366
63,0.9431,0.4366
64,0.9431,0.4404
65,0.9431,0.4404
66,0.9432,0.4443
67,0.9432,0.4443
68,0.9432,0.4482
69,0.9432,0.4482
70,0.9432,0.4482
71,0.9433,0.4521
72,0.9433,0.4521
73,0.9433,0.4559
74,0.9433,0.4559
75,0.9433,0.4559
76,0.9434,0.4598
77,0.9434,0.4598
78,0.9435,0.4637
79,0.9435,0.4637
80,0.9435,0.4637
81,0.9435,0.4676
82,0.9435,0.4676
83,0.9436,0.4715
84,0.9436,0.4715
85,0.9436,0.4754
86,0.9436,0.4754
87,0.9436,0.4754
88,0.9437,0.4794
89,0.9437,0.4794
90,0.9437,0.4833
91,0.9437,0.4833
92,0.9438,0.4872
93,0.9438,0.4872
94,0.9438,0.4872
95,0.9438,0.4911
96,0.9438,0.4911
97,0.9439,0.4951
98,0.9439,0.4951
99,0.9439,0.4951
100,0.9439,0.499
101,0.9439,0.499
102,0.944,0.5029
103,0.944,0.5029
104,0.944,0.5069
105,0.944,0.5069
106,0.944,0.5069
107,0.9441,0.5108
108,0.9441,0.5108
109,0.9441,0.5148
110,0.9441,0.5148
111,0.9441,0.5148
112,0.9442,0.5188
113,0.9442,0.5188
114,0.9442,0.5227
115,0.9442,0.5227
116,0.9443,0.5267
117,0.9443,0.5267
118,0.9443,0.5267
119,0.9444,0.5307
120,0.9444,0.5307
121,0.9444,0.5347
122,0.9444,0.5347
123,0.9444,0.5347
124,0.9445,0.5387
125,0.9445,0.5387
126,0.9445,0.5427
127,0.9445,0.5427
128,0.9446,0.5467
129,0.9446,0.5467
130,0.9446,0.5467
131,0.9446,0.5507
132,0.9446,0.5507
133,0.9447,0.5547
134,0.9447,0.5547
135,0.9447,0.5547
136,0.9447,0.5587
137,0.9447,0.5587
138,0.9448,0.5627
139,0.9448,0.5627
140,0.9448,0.5627
141,0.9448,0.5667
142,0.9448,0.5667
143,0.9449,0.5708
144,0.9449,0.5708
145,0.945,0.5748
146,0.945,0.5748
147,0.945,0.5748
148,0.945,0.5789
149,0.945,0.5789
150,0.9451,0.5829
151,0.9451,0.5829
152,0.9451,0.5829
153,0.9451,0.587
154,0.9451,0.587
155,0.9452,0.591
156,0.9452,0.591
157,0.9452,0.591
158,0.9452,0.5951
159,0.9452,0.5951
160,0.9453,0.5992
161,0.9453,0.5992
162,0.9453,0.5992
163,0.9453,0.6032
164,0.9453,0.6032
165,0.9454,0.6073
