"t","x","y"
0,0.9872,0.131
1,0.9872,0.131
2,0.9872,0.131
3,0.9872,0.131
4,0.9872,0.131
5,0.9872,0.131
6,0.9872,0.131
7,0.9872,0.131
8,0.9872,0.131
9,0.9872,0.131
10,0.9872,0.131
11,0.9872,0.131
12,0.9872,0.131
13,0.9872,0.131
14,0.9872,0.131
15,0.9872,0.131
16,0.9872,0.131
17,0.6349,0.4082
18,0.9872,0.131
19,0.9872,0.131
20,0.9872,0.131
21,0.9872,0.131
22,0.9872,0.131
23,0.9872,0.131
24,0.9872,0.131
25,0.9872,0.131
26,0.9872,0.131
27,0.9872,0.131
28,0.9872,0.131
29,0.9872,0.131
30,0.9872,0.131
31,0.9872,0.131
32,0.9872,0.131
33,0.9872,0.131
34,0.9872,0.131
35,0.9872,0.131
36,0.9969,0.9289
37,0.9969,0.9289
38,0.9969,0.9289
39,0.9969,0.9289
40,0.9969,0.9289
41,0.9969,0.9289
42,0.9872,0.131
43,0.9872,0.131
44,0.9969,0.9289
45,0.9969,0.9289
46,0.9872,0.131
47,0.6349,0.4082
48,0.9872,0.131
49,0.9872,0.131
50,0.9872,0.131
51,0.9872,0.131
52,0.9969,0.9289
53,0.9969,0.9289
54,0.9872,0.131
55,0.9872,0.131
56,0.9872,0.131
57,0.9872,0.131
58,0.9872,0.131
59,0.6349,0.4082
60,0.9872,0.131
61,0.6349,0.4082
62,0.9872,0.131
63,0.9872,0.131
64,0.9872,0.131
65,0.9872,0.131
66,1,0.7294
67,0.9872,0.131
68,0.9872,0.131
69,0.9872,0.131
70,0.9872,0.131
71,0.9872,0.131
72,0.9872,0.131
73,0.6349,0.4082
74,0.9872,0.131
75,0.6349,0.4082
76,0.6349,0.4082
77,0.9872,0.131
78,0.9872,0.131
79,0.9872,0.131
80,0.9872,0.131
81,0.9872,0.131
82,0.9872,0.131
83,0.9872,0.131
84,0.9872,0.131
85,0.9872,0.131
86,0.9872,0.131
87,0.9872,0.131
88,0.9872,0.131
89,0.9872,0.131
90,0.9872,0.131
91,0.9872,0.131
92,0.9872,0.131
93,0.9872,0.131
94,0.9872,0.131
95,0.9872,0.131
96,0.9872,0.131
97,0.9872,0.131
98,0.6349,0.4082
99,0.9872,0.131
100,0.9872,0.131
101,0.9872,0.131
102,0.9872,0.131
103,0.9872,0.131
104,0.9872,0.131
105,0.9872,0.131
106,0.9872,0.131
107,0.9872,0.131
108,0.9872,0.131
109,0.9872,0.131
110,0.9872,0.131
111,0.9872,0.131
112,0.9872,0.131
113,0.9872,0.131
114,0.9872,0.131
115,0.9872,0.131
116,0.9872,0.131
117,0.9872,0.131
118,0.9872,0.131
119,0.9872,0.131
120,0.9872,0.131
121,0.9872,0.131
122,0.9872,0.131
123,0.9872,0.131
124,0.9969,0.9289
125,0.9872,0.131
126,0.9872,0.131
127,0.9872,0.131
128,0.9872,0.131
129,0.9872,0.131
130,0.9872,0.131
131,0.9872,0.131
132,0.9872,0.131
133,0.9872,0.131
134,0.9872,0.131
135,0.9872,0.131
136,0.9872,0.131
137,0.9872,0.131
138,0.9872,0.131
139,0.9872,0.131
140,0.9872,0.131
141,0.9872,0.131
142,0.9872,0.131
143,0.9872,0.131
144,0.9872,0.131
145,0.6349,0.4082
146,0.9872,0.131
147,0.9872,0.131
148,0.6349,0.4082
149,0.9872,0.131
150,0.9872,0.131
151,0.9872,0.131
152,0.9872,0.131
153,0.6349,0.4082
154,0.6349,0.4082
155,0.9872,0.131
156,0.9872,0.131
157,0.6349,0.4082
158,0.9872,0.131
159,0.9872,0.131
160,0.9872,0.131
161,0.9872,0.131
162,0.9872,0.131
163,0.9872,0.131
164,0.9872,0.131
165,0.9872,0.131
166,0.9872,0.131
167,0.9872,0.131
168,0.9872,0.131
169,0.9872,0.131
170,0.9872,0.131
171,0.9872,0.131
172,0.9872,0.131
173,0.9872,0.131
174,0.9872,0.131
175,0.9872,0.131
176,0.9872,0.131
177,0.9872,0.131
178,0.9872,0.131
179,0.9872,0.131
180,0.9872,0.131
181,0.9872,0.131
182,0.9872,0.131
183,0.9872,0.131
184,0.259,0
185,0.6349,0.4082
186,1,0.7294
187,1,0.7294
188,0.9872,0.131
189,0.9872,0.131
190,0.9872,0.131
191,0.6349,0.4082
192,0.6349,0.4082
193,0.9872,0.131
194,0.9872,0.131
195,0.9969,0.9289
196,0.9969,0.9289
197,0.9872,0.131
198,0.9872,0.131
199,0.9872,0.131
200,0.259,0
201,0.9969,0.9289
202,0.9969,0.9289
203,0.9969,0.9289
204,0.259,0
205,0.259,0
206,0.259,0
207,0.9872,0.131
208,0.9872,0.131
209,0.9872,0.131
210,0.6349,0.4082
211,0.9872,0.131
212,0.9872,0.131
213,0.259,0
214,0.259,0
215,0.259,0
216,0.9872,0.131
217,0.9872,0.131
218,0.9872,0.131
219,0.9872,0.131
220,0.9872,0.131
221,0.9872,0.131
222,0.9872,0.131
223,0.9872,0.131
224,0.9872,0.131
225,0.6349,0.4082
226,0.9872,0.131
227,0.9969,0.9289
228,0.9969,0.9289
229,0.9969,0.9289
230,0.6349,0.4082
231,0.9969,0.9289
232,0.9969,0.9289
233,0.9969,0.9289
234,0.9872,0.131
235,0.9872,0.131
236,0.9872,0.131
237,0.9872,0.131
238,0.9969,0.9289
239,0.9969,0.9289
240,0.9969,0.9289
241,0.6349,0.4082
242,0.9969,0.9289
243,0.6349,0.4082
244,0.6349,0.4082
245,0.6349,0.4082
246,0.259,0
247,0.259,0
248,0.259,0
249,0.259,0
250,0.9872,0.131
251,0.259,0
252,0.9872,0.131
253,0.9969,0.9289
254,0.9969,0.9289
255,0.9872,0.131
256,0.9872,0.131
257,0.9969,0.9289
258,0.9969,0.9289
259,0.9969,0.9289
260,0.9969,0.9289
261,0.9872,0.131
262,0.6349,0.4082
263,0.6349,0.4082
264,0.9872,0.131
265,0.9969,0.9289
266,0.9969,0.9289
267,0.9969,0.9289
268,0.6349,0.4082
269,0.9872,0.131
270,0.9872,0.131
271,0.9872,0.131
