"t","x","y"
0,0.2175,0.3516
1,0.2325,0.3566
2,0.2436,0.3637
3,0.2498,0.3723
4,0.2504,0.3813
5,0.2454,0.39
6,0.2352,0.3974
7,0.2302,0.406
8,0.2308,0.415
9,0.2258,0.4237
10,0.2264,0.4328
11,0.2328,0.4416
12,0.2392,0.4504
13,0.2507,0.4578
14,0.2663,0.4631
15,0.2844,0.4657
16,0.3032,0.4654
17,0.321,0.4622
18,0.3358,0.4565
19,0.3507,0.4507
20,0.3613,0.443
21,0.3665,0.434
22,0.3718,0.425
23,0.3712,0.4156
24,0.3648,0.4068
25,0.3532,0.3994
26,0.3376,0.3942
27,0.3195,0.3916
28,0.3011,0.3919
29,0.2833,0.395
30,0.2685,0.4008
31,0.2579,0.4085
32,0.2526,0.4175
33,0.2533,0.4269
34,0.2596,0.4357
35,0.271,0.4429
36,0.2821,0.45
37,0.297,0.4551
38,0.3148,0.4576
39,0.3332,0.4573
40,0.351,0.4542
41,0.3694,0.4539
42,0.3868,0.4564
43,0.4018,0.4614
44,0.4126,0.4684
45,0.4185,0.4765
46,0.4191,0.4849
47,0.4144,0.4928
48,0.4054,0.4995
49,0.3929,0.5043
50,0.378,0.507
51,0.3625,0.5072
52,0.3477,0.5051
53,0.3352,0.5009
54,0.326,0.495
55,0.3208,0.4879
56,0.3204,0.4806
57,0.3244,0.4738
58,0.3322,0.468
59,0.3432,0.4638
60,0.3563,0.4614
61,0.3702,0.4612
62,0.3834,0.4589
63,0.3947,0.4545
64,0.4027,0.4486
65,0.411,0.4426
66,0.415,0.4355
67,0.4146,0.4281
68,0.4093,0.4208
69,0.3996,0.4146
70,0.3897,0.4083
71,0.384,0.4005
72,0.3736,0.3939
73,0.3596,0.3891
74,0.3433,0.3868
75,0.3296,0.3822
76,0.3196,0.3758
77,0.3141,0.3682
78,0.3136,0.3604
79,0.318,0.3528
80,0.3269,0.3463
81,0.3394,0.3415
82,0.3543,0.3388
83,0.3701,0.3385
84,0.385,0.3407
85,0.3977,0.345
86,0.4072,0.3511
87,0.4125,0.3583
88,0.413,0.366
89,0.4088,0.3731
90,0.4005,0.3792
91,0.3889,0.3837
92,0.3755,0.3861
93,0.3615,0.3863
94,0.3481,0.3844
95,0.3366,0.3805
96,0.328,0.375
97,0.3233,0.3685
98,0.3229,0.3618
99,0.3266,0.3553
100,0.3342,0.3497
101,0.345,0.3456
102,0.3574,0.3433
103,0.3702,0.3431
104,0.3825,0.3449
105,0.3948,0.3467
106,0.4051,0.3502
107,0.4127,0.355
108,0.4169,0.3609
109,0.4173,0.367
110,0.414,0.3728
111,0.4072,0.3777
