0,45.174,39.952
0.101,45.156,40.292
0.202,45.133,40.872
0.305,45.16,41.983
0.407,44.99,42.482
0.508,44.827,42.846
0.612,44.182,43.095
0.713,43.328,43.16
0.815,42.703,43.292
0.917,41.304,43.167
1.019,40.575,43.304
1.12,39.424,43.348
1.223,38.724,43.544
1.327,37.696,43.748
1.428,37.005,44.021
1.535,36.079,44.201
1.637,35.391,44.476
1.74,34.804,44.609
1.841,34.463,44.542
1.943,34.597,44.52
2.045,34.347,44.731
2.149,33.743,44.99
2.251,33.285,45.23
2.354,32.84,45.455
2.455,30.919,45.017
2.556,30.133,44.937
2.658,29.096,44.656
2.76,28.542,44.679
2.861,28.403,44.586
2.962,27.827,44.706
3.064,28.305,44.454
3.165,27.886,44.322
3.269,27.297,44.066
3.371,26.699,43.21
3.474,26.22,42.156
3.576,25.694,40.974
3.679,25.207,40.304
3.78,24.609,39.37
3.882,24.189,38.762
3.989,23.653,38.248
4.092,23.178,37.625
4.194,22.613,37.336
4.295,22.126,36.961
4.397,21.536,37.203
4.499,21.124,37.174
4.605,20.611,36.781
4.706,20.037,36.623
4.809,19.644,36.636
4.91,19.111,36.551
5.012,18.678,36.796
5.114,18.269,36.689
5.216,18.008,36.944
5.319,17.748,37.04
5.422,17.34,37.173
5.524,17.234,37.123
5.626,17.091,37.033
5.728,17.291,37.026
5.829,17.285,36.968
5.931,17.338,37.037
6.034,17.035,36.917
6.137,17.185,37.189
6.239,16.927,37.144
6.342,17.213,37.012
6.444,16.997,36.907
6.547,17.816,36.778
6.649,18.158,36.764
6.751,18.873,36.397
6.852,19.154,36.243
6.955,19.931,35.815
7.06,21.092,35.101
7.162,21.786,34.665
7.265,23.064,33.822
7.368,23.841,33.283
7.471,25.214,32.158
7.573,26.151,31.4
7.676,27.441,30.171
7.777,28.34,29.473
7.878,29.29,28.792
7.979,30.232,28.143
8.08,30.612,27.648
8.183,31.209,27.107
8.285,30.985,27.131
8.391,30.777,27.463
8.492,31.228,27.103
8.593,31.004,27.277
8.694,30.894,27.248
8.799,30.811,27.29
8.907,30.89,27.359
9.01,30.751,27.309
9.112,30.858,27.263
9.214,30.908,27.19
9.315,30.886,27.294
9.417,30.796,27.328
9.52,30.926,27.311
9.621,31.024,27.57
9.722,31.211,27.435
9.826,31.601,27.664
9.927,31.845,27.596
10.028,32.083,27.603
10.131,32.289,27.573
10.233,33.106,27.639
10.335,34.221,27.598
10.436,34.544,27.493
10.539,35.034,27.324
10.642,35.527,27.357
10.743,36.054,27.271
10.846,36.289,27.259
10.948,36.834,27.55
11.051,37.509,27.85
11.153,38.6,28.321
11.256,40.129,29.046
11.359,41.219,29.4
11.46,41.803,29.49
11.562,44.319,30.835
11.665,46.026,32.003
11.766,47.081,32.571
11.869,48.087,33.587
11.973,48.972,34.311
12.076,49.974,35.555
12.184,50.662,36.459
12.286,51.002,38.057
12.388,51.656,39.377
12.491,52.45,39.932
12.593,53.261,40.517
12.695,53.3,43.713
12.802,53.65,46.37
12.903,54.269,47.491
13.005,54.69,48.557
13.106,55.185,49.715
13.208,55.28,50.448
13.31,55.608,51.275
13.413,55.575,52.515
13.514,55.825,53.496
13.616,55.627,54.693
13.718,55.616,55.624
13.82,54.993,55.916
13.922,54.221,56.447
14.023,53.928,57.027
14.129,53.441,57.576
14.231,52.804,57.537
14.335,52.736,57.326
14.438,52.732,57.593
14.54,52.809,58.224
14.641,52.885,58.898
14.742,52.318,57.721
14.843,52.317,57.858
14.945,52.324,57.653
15.047,52.356,57.68
15.149,52.352,57.538
15.257,52.282,57.407
15.36,52.251,57.48
15.473,52.204,57.671
15.574,52.164,57.487
15.676,52.428,56.996
15.781,52.606,56.869
15.883,52.949,56.111
15.984,53.23,55.943
16.086,53.98,55.376
16.187,54.642,55.185
16.289,55.549,55.013
16.394,57.062,54.635
16.495,58.197,54.412
16.598,59.789,53.842
16.701,60.274,53.782
16.805,60.302,53.687
16.908,60.027,53.687
17.009,60.418,53.657
17.11,59.92,53.65
17.211,59.802,53.673
17.313,59.894,53.658
17.414,59.946,53.633
17.517,59.878,53.626
17.618,59.77,53.605
17.726,59.811,53.619
17.829,59.865,53.594
17.93,59.611,53.603
18.033,58.967,53.562
18.134,58.613,53.429
18.237,58.057,52.77
18.341,57.827,52.041
18.444,57.281,50.899
18.545,56.947,49.983
18.647,56.613,48.803
18.749,56.511,48.458
18.852,56.52,44.748
18.955,56.967,42.314
19.06,57.206,41.013
19.161,57.422,39.58
19.262,57.726,37.481
19.363,57.452,35.896
19.464,57.409,34.199
19.567,57.643,32.066
19.77,57.96,30.522
19.873,58.495,28.741
19.976,58.791,27.048
20.08,59.266,25.493
20.182,59.674,23.835
20.285,60.633,22.599
20.388,61.005,21.766
20.49,60.967,22.133
20.592,61.159,20.993
20.693,61.359,19.778
20.796,61.044,21.96
20.899,61.131,21.733
21,61.104,22.678
21.101,61.257,22.665
21.205,61.496,22.666
21.307,61.754,22.476
21.411,62.139,22.598
21.513,62.23,22.471
21.614,62.164,22.667
21.716,62.264,22.65
21.819,62.187,22.674
21.931,62.205,22.581
22.033,62.26,22.647
22.142,62.186,22.816
22.245,62.2,22.835
22.346,62.159,22.908
22.448,62.14,22.749
22.551,61.488,22.827
22.653,61.51,22.572
22.755,60.85,22.641
22.856,60.57,22.534
22.957,60.524,22.369
23.06,59.295,21.457
23.162,58.767,20.951
23.266,58.017,20.342
23.367,57.636,19.898
23.469,57.653,19.418
23.572,57.573,18.951
23.675,57.676,18.328
23.785,57.751,17.89
23.886,58.12,16.858
23.988,58.154,16.243
24.089,57.778,16.338
24.191,57.641,15.887
24.293,56.829,15.82
24.395,56.793,15.866
24.497,56.567,15.987
24.598,56.995,16.363
24.701,56.834,16.328
26.536,56.084,16.487
26.64,55.898,16.262
26.742,55.246,16.728
26.844,54.812,17.001
26.945,54.362,17.517
27.047,54.038,17.398
27.148,53.289,17.433
27.251,52.808,17.652
27.352,51.706,17.801
27.454,51.293,17.907
27.557,50.971,18.289
27.66,50.376,18.59
27.762,49.682,19.069
27.865,49.606,19.767
27.967,49.418,20.319
28.07,49.187,21.256
28.171,49.043,21.723
28.273,49.445,22.3
28.374,49.424,22.768
28.475,49.479,23.124
28.577,49.134,23.391
28.678,48.545,23.64
28.779,48.275,23.88
28.88,47.409,24.033
28.982,47.456,23.984
29.084,46.132,24.515
29.189,45.974,24.704
29.291,45.886,25.192
29.393,45.738,25.806
29.494,46.282,26.485
29.596,46.877,26.94
29.699,47.163,27.608
29.801,47.644,28.372
29.902,47.754,28.873
30.005,47.871,29.987
30.108,47.548,30.381
30.209,46.422,30.741
30.31,46.26,31.131
30.413,43.863,30.686
30.516,43.523,31.046
30.618,42.173,30.501
30.724,41.957,30.622
30.825,41.703,30.931
30.928,41.824,30.864
31.029,41.858,30.668
31.131,41.63,30.754
31.234,41.414,30.716
31.336,40.938,30.719
31.438,40.007,30.386
31.539,38.727,30.256
31.641,38.286,30.406
31.742,36.688,30.482
31.844,35.883,30.745
31.946,35.441,30.947
32.048,34.89,31.112
32.149,35.17,30.831
32.251,34.714,30.665
32.352,33.977,30.281
32.455,33.001,30.042
32.557,32.47,30.132
32.661,31.432,29.843
32.764,30.866,29.686
32.867,30.448,29.68
32.968,29.958,29.605
33.069,29.142,29.827
33.17,28.366,29.901
33.273,27.828,29.903
33.374,27.592,29.906
33.477,27.561,29.799
33.579,27.528,29.726
33.681,27.099,29.605
33.783,26.639,29.408
33.885,26.551,29.171
33.987,26.362,28.96
34.088,26.034,28.761
34.189,25.856,28.371
34.292,25.691,28.293
34.393,25.882,28.143
34.495,25.815,28.109
34.597,25.994,28.162
34.699,25.959,28.088
34.802,25.983,27.962
34.903,25.932,27.782
35.006,25.801,27.659
35.108,25.693,27.546
35.209,25.799,27.531
35.313,25.791,27.604
35.414,25.651,27.572
35.521,25.52,27.695
35.623,25.372,27.662
35.727,25.205,27.669
35.829,25.136,27.598
35.93,25.272,27.545
36.033,25.277,27.586
36.135,25.323,27.632
36.236,25.244,27.643
36.338,25.015,27.651
36.44,24.565,27.625
36.541,23.594,27.64
36.642,23.385,27.61
36.744,22.108,27.536
36.846,21.144,27.413
36.948,20.592,27.269
37.049,19.806,26.846
37.151,19.145,26.406
37.255,18.99,26.102
37.357,18.416,25.758
37.46,17.798,25.409
37.563,17.301,25.108
37.664,16.654,24.804
37.767,16.156,24.546
37.869,15.71,24.437
37.971,15.762,24.572
38.074,15.711,24.596
38.175,15.449,24.593
38.276,15.235,24.579
38.377,14.981,24.588
38.479,14.639,24.483
38.58,14.349,24.303
38.682,14.445,24.069
38.786,14.389,23.86
38.888,14.532,23.568
38.99,14.434,23.241
39.091,14.285,22.947
39.194,14.018,22.774
39.295,13.763,22.529
39.396,13.525,22.309
39.497,13.275,22.086
39.601,12.914,21.909
39.704,12.378,21.971
39.806,11.774,22.127
39.911,11.086,22.221
40.012,10.268,22.238
40.116,9.9686,21.824
40.218,9.8972,21.544
40.321,10.197,21.16
40.424,10.012,20.85
40.527,10.211,20.649
40.63,10.184,20.616
40.731,10.261,20.171
40.832,10.318,20.055
40.933,10.604,19.635
41.035,10.655,19.568
41.137,10.669,19.564
41.239,10.598,19.315
41.34,10.599,18.651
41.444,10.525,18.282
41.545,10.396,17.798
41.647,10.243,17.524
41.749,9.9754,17.201
41.852,9.9348,16.941
41.954,10.054,16.989
42.055,10.062,17.067
42.156,10.04,17.043
42.259,10.099,17.093
42.36,10.037,17.018
42.463,10.107,17.122
42.565,10.123,17.109
42.666,10.066,16.959
42.77,10.008,16.779
42.871,10.136,17.107
42.973,10.108,16.987
43.075,10.064,16.867
43.177,9.9939,16.996
43.279,9.9445,16.896
43.38,9.9333,16.902
43.483,9.8946,16.863
43.587,9.8767,16.985
43.689,9.8535,16.904
43.791,9.8458,16.889
43.893,9.8154,16.852
43.995,9.8271,16.826
44.097,9.7894,16.767
44.198,9.7977,16.786
44.3,9.7632,16.726
44.401,9.7628,16.754
44.504,9.7521,16.761
44.607,9.7066,16.671
44.71,9.6426,16.646
44.813,9.6449,16.637
44.915,9.6217,16.571
45.017,9.5902,16.511
45.119,9.5617,16.451
45.223,9.6057,16.408
45.328,9.5512,16.353
45.429,9.5087,16.39
45.53,9.4586,16.311
45.631,9.422,16.294
45.732,9.4674,16.238
45.833,9.4337,16.182
45.936,9.403,16.145
46.038,9.3599,16.02
46.141,9.2867,15.889
46.246,9.2827,15.844
46.349,9.2572,15.784
46.452,9.2285,15.786
46.554,9.196,15.717
46.655,9.2162,15.729
46.757,9.1637,15.677
50.131,9.168,15.666
50.233,9.2233,15.656
50.336,9.2044,15.635
50.438,9.1809,15.625
50.54,9.1897,15.673
50.645,9.1755,15.738
50.747,9.1504,15.687
50.85,9.1714,15.746
50.953,9.1346,15.703
51.056,9.1838,15.752
51.158,9.1763,15.761
51.26,9.209,15.736
51.362,9.2088,15.793
51.463,9.2013,15.755
51.564,9.2035,15.768
51.666,9.1753,15.734
51.768,9.1759,15.698
51.871,9.2109,15.713
51.973,9.1994,15.697
52.076,9.2197,15.724
52.178,9.1638,15.726
52.281,9.1793,15.757
52.386,9.1454,15.782
52.489,9.1503,15.743
52.593,9.1365,15.756
52.695,9.1393,15.785
52.797,9.142,15.796
52.898,9.1188,15.795
52.999,9.0786,15.765
53.102,9.0566,15.826
53.203,9.0511,15.852
53.306,9.0385,15.882
53.407,8.8969,15.947
53.509,8.6773,16.017
53.611,8.4794,15.92
53.718,8.2343,15.813
53.82,7.9128,15.526
53.926,7.9074,15.444
54.029,7.9137,15.433
54.132,7.9452,15.388
54.233,7.8837,15.343
54.334,8.004,15.366
54.437,7.9695,15.372
54.538,7.9185,15.342
54.64,8,15.375
54.741,8.026,15.384
54.842,7.9791,15.318
54.945,8.0202,15.339
55.052,8.0144,15.333
55.153,8.07,15.313
55.256,8.0808,15.323
55.358,8.0447,15.292
55.461,8.0663,15.327
55.563,8.0681,15.321
55.664,8.0699,15.322
55.766,8.0502,15.288
55.867,8.0589,15.305
55.97,8.0496,15.29
56.071,8.0578,15.292
56.172,8.0585,15.254
56.273,8.0561,15.26
56.374,8.0486,15.224
56.476,7.9705,15.147
56.578,7.9563,15.105
56.679,7.9636,15.107
56.78,7.927,15.131
56.881,7.954,15.078
56.984,7.939,15.058
57.087,7.938,15.042
57.189,7.9245,15.036
57.292,7.9059,15.012
57.394,7.9121,15
57.496,7.9163,15.016
57.599,7.921,15.01
57.7,7.8961,15.009
57.803,7.913,15.006
57.906,7.8734,14.958
58.007,7.915,14.988
58.109,7.9101,14.995
58.211,7.9347,15.027
58.316,7.9507,15.001
58.418,7.9536,14.97
58.521,7.9536,14.97
58.622,7.9546,14.951
58.724,7.9384,14.931
58.827,7.9247,14.941
58.928,7.9064,14.954
59.03,7.9034,14.914
59.133,7.9384,14.98
59.235,7.9421,14.927
59.336,7.9643,14.993
59.445,8.0045,15.049
59.548,8.0306,15.188
59.65,8.1304,15.311
59.752,8.2066,15.489
59.853,8.2633,15.586
59.955,8.3639,15.925
60.056,8.3503,16.144
60.158,8.2558,16.542
60.261,7.8714,16.868
60.364,7.8564,16.988
60.465,7.0815,17.498
60.566,7.008,17.633
60.668,6.2929,18.337
60.77,6.1684,18.517
60.872,4.8816,19.326
60.973,4.1463,19.628
61.075,3.4545,19.613
61.183,2.9841,19.491
61.284,2.1656,19.062
61.386,1.4967,18.887
61.489,0.8609,18.469
61.592,0.5717,18.375
61.693,0.2322,17.99
61.794,-0.0234,17.516
61.896,-0.3894,17.501
61.997,-0.9653,16.723
62.098,-1.4633,16.654
62.2,-1.7659,16.603
62.301,-2.3552,16.552
62.404,-3.1722,16.454
62.51,-3.6057,16.409
