0,-56.057,44.008
0.103,-57.174,43.152
0.208,-58.334,42.904
0.311,-59.081,43.187
0.412,-59.724,43.735
0.516,-60.446,44.08
0.619,-60.951,44.518
0.72,-60.999,44.584
0.821,-61.624,44.913
0.924,-60.99,44.634
1.026,-60.666,44.483
1.127,-60.459,44.371
1.228,-60.584,44.414
1.329,-60.42,44.34
1.432,-60.456,44.428
1.535,-60.348,44.419
1.639,-60.414,44.444
1.74,-60.281,44.328
1.843,-60.395,44.381
1.945,-60.264,44.304
2.047,-60.466,44.454
2.149,-60.101,44.225
2.251,-60.169,44.251
2.354,-59.624,43.77
2.455,-59.201,43.65
2.557,-58.732,43.38
2.659,-58.368,42.754
2.761,-58.156,41.294
2.864,-57.991,40.482
2.966,-58.064,38.383
3.073,-58.756,36.151
3.177,-59.37,35.203
3.282,-60.31,33.612
3.384,-60.836,32.629
3.485,-60.969,32.186
3.586,-60.95,31.99
3.689,-60.866,32.176
3.793,-60.834,32.357
3.894,-60.891,32.158
3.996,-60.909,32.246
4.1,-60.938,32.14
4.209,-60.797,32.453
4.311,-60.85,32.238
4.413,-60.813,32.449
4.515,-60.87,32.258
4.619,-60.815,32.36
4.724,-60.803,32.556
4.825,-60.821,32.57
4.926,-60.886,32.374
5.028,-60.793,32.478
5.135,-60.7,32.679
5.237,-60.475,32.981
5.34,-60.064,33.487
5.441,-59.732,33.584
5.545,-58.672,33.394
5.648,-57.865,33.284
5.752,-56.167,32.698
5.855,-55.138,32.328
5.956,-53.534,31.544
6.059,-52.901,31.175
6.162,-52.322,29.957
6.267,-52.025,28.642
6.37,-51.265,27.964
6.471,-50.327,26.662
6.573,-50.047,25.732
6.675,-50.275,24.204
6.776,-50.15,23.679
6.88,-49.745,23.064
6.981,-50.999,21.468
7.084,-51.943,20.07
7.187,-52.373,19.23
7.291,-52.632,18.542
7.393,-53.448,18.052
7.495,-54.041,17.38
7.596,-55.323,17.484
7.698,-55.56,17.117
7.799,-55.973,16.982
7.901,-55.877,16.775
8.003,-55.499,16.895
8.106,-55.271,16.94
8.209,-54.981,17.039
8.31,-53.819,16.549
8.413,-51.94,16.128
8.514,-50.547,15.43
8.617,-49.275,14.805
8.72,-48.934,14.475
8.821,-45.053,14.074
8.923,-44.233,14.247
9.024,-43.324,14.537
9.125,-42.481,16.328
9.227,-42.235,16.298
9.33,-42.451,16.341
9.434,-42.384,16.28
9.538,-42.584,16.407
9.64,-42.455,16.357
9.744,-42.675,16.443
9.847,-42.276,16.308
9.949,-42.652,16.711
10.05,-42.455,16.753
10.151,-42.087,17.127
10.252,-41.705,17.298
10.353,-41.098,17.432
10.454,-40.675,17.562
10.555,-40.698,17.666
10.661,-40.749,17.719
10.765,-40.666,17.743
10.866,-40.553,17.953
10.97,-40.312,18.766
11.073,-40.024,18.781
11.174,-39.047,21.134
11.278,-38.07,23.089
11.381,-37.565,24.189
11.484,-36.511,25.82
11.585,-35.672,27.354
11.687,-34.957,28.39
11.789,-34.509,29.32
11.892,-33.803,29.569
11.993,-32.886,29.606
12.097,-31.567,28.896
12.204,-30.232,28.052
12.307,-29.167,27.733
12.408,-28.101,26.734
12.511,-27.415,26.091
12.614,-26.801,25.008
12.716,-26.357,24.502
12.818,-26.014,24.218
12.921,-25.689,23.865
13.022,-24.818,23.429
13.124,-23.96,23.247
13.227,-22.583,23.919
13.333,-20.982,24.896
13.434,-20.052,25.499
13.535,-19.273,26.647
13.637,-19.015,27.105
13.742,-18.795,28.451
13.846,-17.992,29.434
13.949,-16.97,30.867
14.051,-16.232,31.695
14.155,-15.954,33.126
14.256,-16.381,34.75
14.357,-16.462,36.063
14.459,-16.652,37.225
14.56,-17.36,38.247
14.661,-18.131,38.65
14.762,-18.268,38.926
14.865,-17.961,39.571
14.968,-18.152,39.413
15.07,-17.804,40.41
15.173,-17.531,40.98
15.275,-17.712,42.902
15.379,-17.683,44.058
15.481,-18.213,44.908
15.582,-18.614,45.661
15.685,-18.971,46.655
15.787,-19.243,47.581
15.89,-19.843,48.217
15.998,-20.857,48.627
16.099,-21.678,49.091
16.201,-23.108,48.865
16.302,-23.714,48.948
16.404,-24.633,49.347
16.506,-24.589,49.491
16.607,-23.977,49.655
16.708,-23.708,50.199
16.81,-23.002,51.458
16.914,-23.1,52.028
17.018,-22.245,53.447
17.123,-21.269,54.73
17.225,-21.236,55.42
17.33,-20.742,56.27
17.433,-20.702,56.883
17.536,-20.841,57.742
17.637,-20.91,58.08
17.739,-20.962,57.908
17.84,-20.982,58.11
17.941,-21.004,57.835
18.043,-20.997,57.985
18.144,-20.997,57.807
18.247,-20.992,58.028
18.351,-21.006,57.837
18.459,-21.006,57.664
18.561,-20.975,57.735
18.663,-21.001,57.612
18.764,-21.025,57.667
18.868,-21.051,57.575
18.969,-21.052,57.889
19.07,-21.042,57.529
19.173,-21.047,57.583
19.276,-21.042,57.853
19.377,-20.818,56.829
19.478,-20.525,55.989
19.58,-20.279,55.763
19.681,-19.492,54.877
19.783,-18.713,54.298
19.886,-16.897,53.196
19.993,-14.942,51.954
20.096,-13.775,51.161
20.197,-12.605,50.529
20.299,-10.372,49.616
20.4,-8.5865,48.434
20.502,-7.1858,47.726
20.605,-5.2674,47.543
20.708,-3.8638,47.515
20.81,-2.07,48.296
20.912,-0.7977,48.56
21.013,0.7396,49.427
21.114,1.7968,49.723
21.217,3.7093,50.407
21.319,4.9607,50.751
21.422,5.6886,51.202
21.524,6.5369,51.244
21.627,7.4692,50.888
21.733,8.6601,49.916
21.835,9.9282,49.316
21.936,11.352,48.807
22.038,12.616,47.965
22.14,13.952,47.318
22.243,15.113,46.772
22.344,15.55,45.441
22.445,16.293,44.558
22.547,16.955,43.15
22.65,18.038,42.015
22.751,19.131,41.647
22.854,20.541,40.901
22.956,21.622,40.286
23.073,23.062,40.9
23.176,23.941,41.252
23.277,25.122,41.321
23.38,26.229,40.871
23.482,26.864,40.532
23.585,28.204,39.958
23.686,29.241,39.35
23.787,30.594,38.821
23.888,32.014,38.177
23.991,33.558,38.444
24.092,34.804,38.106
24.193,36.263,37.993
24.297,37.505,37.755
24.401,38.063,38.425
24.503,38.871,38.788
24.607,39.741,39.929
24.715,41.033,40.735
24.818,42.291,41.073
24.919,43.421,41.766
25.02,44.444,42.115
25.122,44.84,42.653
25.224,45.475,43.036
25.33,46.004,43.832
25.432,46.952,43.952
25.533,46.114,44.687
25.637,46.292,45.269
25.738,45.733,46.339
25.839,45.701,46.94
25.943,45.201,48.307
26.047,45.01,49.613
26.149,45.345,50.347
26.25,45.619,50.96
26.354,45.633,51.281
26.455,45.395,51.414
26.558,45.462,51.537
26.659,45.398,51.486
26.762,45.466,51.415
26.865,45.357,51.188
26.966,45.47,51.198
27.072,45.629,50.912
27.173,45.89,51.152
27.275,46.778,50.885
27.379,47.09,51.11
27.483,49.419,50.611
27.586,51.467,50.809
27.69,52.18,51.287
27.792,52.562,51.857
27.894,53.006,52.36
27.998,53.001,52.575
28.099,53.139,52.724
28.201,53.001,52.927
28.306,53.149,53.044
28.407,53.003,53.172
28.508,53.257,53.452
28.609,53.327,53.85
28.71,53.647,54.006
28.811,54.107,53.946
