"t","x","y"
0,0.5411,0.5631
1,0.5357,0.6966
2,0.5218,0.8105
3,0.5237,0.909
4,0.4847,0.9163
5,0.4805,0.901
6,0.5193,0.5809
7,0.562,0.4746
8,0.529,0.6501
9,0.5313,0.8111
10,0.5206,0.9249
11,0.5055,0.9196
12,0.5279,0.9181
13,0.5561,0.8674
14,0.4155,0.9035
15,0.3568,0.944
16,0.4338,0.888
17,0.4531,0.9162
18,0.5261,0.9271
19,0.513,0.9217
20,0.4962,0.798
21,0.4986,0.8218
22,0.5869,0.5103
23,0.5236,0.6707
24,0.4974,0.8242
25,0.5119,0.7782
26,0.5017,0.8072
27,0.5054,0.8063
28,0.4885,0.8974
29,0.5457,0.9641
30,0.5973,0.9821
31,0.6417,0.9346
32,0.8084,0.8118
33,0.8251,0.8503
34,0.8243,0.7503
35,0.7872,0.6108
36,0.8529,0.6584
37,0.8924,0.7526
38,0.9057,0.7619
39,0.9056,0.7618
40,0.9073,0.7351
41,0.7556,0.5913
42,0.6999,0.7159
43,0.6326,0.8056
44,0.6173,0.7833
45,0.5533,0.7684
46,0.5187,0.7131
47,0.5052,0.8089
48,0.4986,0.8316
49,0.5452,0.4891
50,0.4656,0.5128
51,0.5158,0.5101
52,0.4617,0.5458
53,0.442,0.5263
54,0.4865,0.5382
55,0.5237,0.5109
56,0.4309,0.5208
57,0.4574,0.4734
58,0.5014,0.4725
59,0.5098,0.4644
60,0.5119,0.4654
61,0.5367,0.4892
62,0.5213,0.564
63,0.4877,0.674
64,0.5242,0.6608
65,0.497,0.8105
66,0.4757,0.8426
67,0.4887,0.8427
68,0.4987,0.8236
69,0.6031,0.5496
70,0.5117,0.5241
71,0.4417,0.5277
72,0.4783,0.5203
73,0.5986,0.5858
74,0.5233,0.7464
75,0.4807,0.8367
76,0.5057,0.8055
77,0.4845,0.8431
78,0.5437,0.8756
79,0.5876,0.9242
80,0.7487,0.8117
81,0.8011,0.8422
82,0.7182,0.8057
83,0.7244,0.7358
84,0.6839,0.7416
85,0.5954,0.7875
86,0.5096,0.7899
87,0.4791,0.8333
88,0.474,0.8374
89,0.4879,0.8849
90,0.4713,0.9211
91,0.5108,0.9028
92,0.5106,0.9029
93,0.4935,0.7572
94,0.6006,0.5251
95,0.5473,0.6756
96,0.5051,0.7944
97,0.4928,0.8039
98,0.4996,0.8123
99,0.4769,0.8455
100,0.5153,0.9035
101,0.4898,0.8511
102,0.4842,0.8284
103,0.4885,0.8348
104,0.5186,0.7959
105,0.4941,0.8297
106,0.486,0.8344
107,0.5242,0.7995
108,0.492,0.833
109,0.4995,0.8094
110,0.4913,0.8357
111,0.5126,0.7892
112,0.5438,0.8639
113,0.5095,0.9043
114,0.4402,0.8919
115,0.5142,0.7856
116,0.5736,0.6539
117,0.6513,0.7416
118,0.686,0.7673
119,0.7416,0.8169
120,0.8767,0.7115
121,0.8801,0.7058
122,0.8804,0.7057
123,0.9124,0.679
124,0.9472,0.673
125,0.9472,0.6731
126,0.946,0.6713
127,0.9466,0.6721
128,0.9468,0.6725
129,0.9469,0.6727
130,0.9525,0.6855
131,0.9517,0.6985
132,0.8468,0.7928
133,0.7022,0.7599
134,0.6495,0.7227
135,0.6034,0.776
136,0.6035,0.7762
137,0.632,0.7284
138,0.5247,0.796
139,0.5946,0.7718
140,0.6463,0.7668
141,0.5147,0.5036
142,0.5087,0.7953
143,0.5089,0.795
144,0.5087,0.7954
145,0.5088,0.7956
146,0.499,0.8197
147,0.4896,0.8411
148,0.5144,0.9108
149,0.4508,0.9264
150,0.4769,0.8582
151,0.4829,0.8521
152,0.4827,0.8523
153,0.4827,0.8524
154,0.4827,0.8523
155,0.4827,0.8525
156,0.5011,0.8081
157,0.5042,0.805
158,0.4806,0.8592
159,0.5014,0.8077
160,0.4843,0.8504
161,0.5444,0.8198
162,0.6413,0.7649
163,0.6513,0.7727
164,0.6521,0.7725
165,0.638,0.767
166,0.5818,0.564
167,0.482,0.456
168,0.3525,0.3514
169,0.2489,0.3877
170,0.2413,0.4128
171,0.2191,0.469
172,0.2015,0.5187
173,0.243,0.4928
174,0.3891,0.5103
175,0.4486,0.5114
176,0.478,0.5562
177,0.4927,0.6796
178,0.5045,0.6747
179,0.5936,0.5257
180,0.642,0.6213
181,0.6815,0.7117
182,0.6998,0.7789
183,0.7345,0.807
184,0.8306,0.6587
185,0.8977,0.7176
186,0.9082,0.7078
187,0.8799,0.668
188,0.8164,0.6238
189,0.7821,0.5906
190,0.8157,0.5683
191,0.813,0.633
192,0.7476,0.7262
193,0.6706,0.7629
194,0.6119,0.789
195,0.5122,0.7813
