"t","x","y"
0,0.3856,0.5036
1,0.3845,0.5034
2,0.3855,0.5035
3,0.3812,0.4788
4,0.3816,0.4785
5,0.3814,0.4785
6,0.3824,0.4787
7,0.4048,0.4086
8,0.4051,0.4083
9,0.4356,0.4236
10,0.4008,0.4079
11,0.4006,0.4077
12,0.4,0.4082
13,0.5533,0.3827
14,0.577,0.3879
15,0.582,0.3803
16,0.4101,0.4226
17,0.3566,0.3478
18,0.4041,0.3404
19,0.4128,0.4093
20,0.5563,0.3905
21,0.5682,0.3816
22,0.6186,0.3937
23,0.4296,0.4104
24,0.5829,0.394
25,0.7189,0.4752
26,0.8111,0.4902
27,0.6979,0.4776
28,0.7399,0.5086
29,0.7298,0.516
30,0.4334,0.4218
31,0.5786,0.3782
32,0.527,0.388
33,0.5804,0.3793
34,0.4422,0.4177
35,0.4467,0.3822
36,0.3913,0.3454
37,0.3437,0.2068
38,0.4012,0.3085
39,0.5991,0.3929
40,0.6984,0.4821
41,0.7321,0.5073
42,0.5364,0.4274
43,0.5492,0.3949
44,0.6105,0.3955
45,0.6182,0.392
46,0.6166,0.3394
47,0.6128,0.3306
48,0.545,0.2306
49,0.4035,0.2118
50,0.0774,0.285
51,0.1928,0.3608
52,0.1977,0.3304
53,0.192,0.2807
54,0.1916,0.2808
55,0.1976,0.3488
56,0.1779,0.3397
57,0.2671,0.304
58,0.5761,0.4109
59,0.7348,0.5095
60,0.7389,0.5615
61,0.7557,0.5842
62,0.713,0.5459
63,0.5276,0.5013
64,0.3322,0.4889
65,0.1545,0.2766
66,0.1438,0.4254
67,0.1386,0.6498
68,0.0963,0.5448
69,0.1026,0.5165
70,0.0848,0.4074
71,0.1876,0.3371
72,0.1876,0.3371
73,0.1878,0.3368
74,0.233,0.62
75,0.2318,0.6204
76,0.3919,0.4798
77,0.413,0.4089
78,0.4136,0.4086
79,0.4138,0.4086
80,0.4136,0.4088
81,0.4133,0.409
82,0.4134,0.4087
83,0.413,0.4089
84,0.4131,0.4084
