"t","x","y"
0,0.7785,0.9137
1,0.8237,0.9044
2,0.9119,0.9046
3,0.9678,0.9007
4,0.9682,0.9016
5,0.969,0.9024
6,0.969,0.9022
7,0.9695,0.9019
8,0.9708,0.9004
9,0.9691,0.9016
10,0.97,0.9064
11,0.9749,0.8982
12,0.9756,0.898
13,0.9757,0.8979
14,0.9757,0.898
15,0.9758,0.8979
16,0.9773,0.8971
17,0.9754,0.8971
18,0.9759,0.898
19,0.9772,0.8981
20,0.9785,0.8973
21,0.9786,0.8986
22,0.9807,0.8975
23,0.9804,0.8974
24,0.9787,0.8983
25,0.9789,0.8978
26,0.9792,0.8975
27,0.979,0.8976
28,0.9788,0.8981
29,0.9788,0.8977
30,0.9785,0.8984
31,0.9657,0.9157
32,0.9668,0.9126
33,0.9981,0.8839
34,1,0.8824
35,0.9788,0.8983
36,0.9782,0.898
37,0.9787,0.8981
38,0.983,0.9001
39,0.9704,0.9144
40,0.9448,0.9138
41,0.9007,0.9177
42,0.843,0.916
43,0.7638,0.9473
44,0.6424,0.9853
45,0.5513,0.9907
46,0.4612,0.9967
47,0.4063,1
48,0.441,0.991
49,0.3943,0.9807
50,0.3941,0.981
51,0.3938,0.981
52,0.398,0.9831
53,0.3983,0.9802
54,0.4232,0.9667
55,0.4622,0.9684
56,0.462,0.977
57,0.4435,0.9649
58,0.4302,0.9679
59,0.4549,0.9651
60,0.4589,0.964
61,0.4208,0.9833
62,0.4353,0.9744
63,0.4424,0.9739
64,0.4354,0.9725
65,0.4544,0.9543
66,0.4522,0.9503
67,0.4418,0.955
68,0.4157,0.9433
69,0.3964,0.9431
70,0.3988,0.9626
71,0.394,0.9782
72,0.37,0.9776
73,0.4062,0.9714
74,0.4163,0.9705
75,0.3844,0.9604
76,0.3851,0.9587
77,0.3961,0.9549
78,0.405,0.9544
79,0.4087,0.9543
80,0.4308,0.9551
81,0.4288,0.9639
82,0.4374,0.9625
83,0.442,0.9608
84,0.4371,0.9742
85,0.4474,0.9756
86,0.4438,0.9883
87,0.4058,0.9945
88,0.4005,0.993
89,0.4048,0.9841
90,0.4051,0.9738
91,0.3991,0.9626
92,0.3994,0.9629
93,0.4288,0.9497
94,0.4454,0.9488
95,0.4488,0.9492
96,0.4722,0.9375
97,0.4993,0.932
98,0.5203,0.9237
99,0.5203,0.9237
100,0.5204,0.9242
101,0.5205,0.9238
102,0.5158,0.9229
103,0.5185,0.9202
104,0.5184,0.9203
105,0.5375,0.92
106,0.5569,0.9225
107,0.5646,0.9284
108,0.5645,0.9284
109,0.5637,0.9287
110,0.5711,0.9277
111,0.559,0.9251
112,0.5591,0.9252
113,0.559,0.9251
114,0.526,0.9191
115,0.5274,0.921
116,0.5273,0.921
117,0.5273,0.921
118,0.5273,0.921
119,0.5273,0.921
120,0.5273,0.921
121,0.5313,0.918
122,0.5303,0.9196
123,0.5242,0.9074
124,0.5471,0.9033
125,0.568,0.9108
126,0.5697,0.9121
127,0.5902,0.9121
128,0.5911,0.9165
129,0.612,0.9227
130,0.6304,0.9264
131,0.6456,0.9234
132,0.6616,0.9087
133,0.6592,0.8858
134,0.7183,0.8778
135,0.7353,0.8863
136,0.7398,0.8816
137,0.7659,0.8804
138,0.8465,0.8704
139,0.8924,0.8633
140,0.9282,0.8519
141,0.9667,0.8705
142,0.9287,0.8726
143,0.94,0.8749
144,0.9759,0.8993
145,0.976,0.8993
146,0.9759,0.8993
147,0.9747,0.9001
148,0.9728,0.8997
149,0.9723,0.9011
150,0.9719,0.9017
151,0.9754,0.8996
152,0.9757,0.8995
153,0.9757,0.8996
154,0.9783,0.8969
155,0.9763,0.8986
156,0.976,0.8994
157,0.9759,0.8993
158,0.974,0.8991
159,0.9747,0.8995
160,0.9753,0.8999
161,0.9738,0.8997
162,0.9759,0.8992
163,0.9759,0.8993
164,0.9759,0.8993
165,0.9759,0.8993
166,0.9759,0.8997
167,0.9733,0.9019
168,0.9755,0.8991
169,0.976,0.8994
170,0.9774,0.8994
171,0.977,0.899
172,0.9773,0.8994
173,0.9788,0.8988
174,0.9787,0.8983
175,0.9772,0.9003
176,0.9776,0.9
177,0.9826,0.8988
178,0.9696,0.899
179,0.9797,0.8982
180,0.9798,0.8982
181,0.9792,0.8983
182,0.9781,0.8997
183,0.978,0.8997
184,0.978,0.8998
185,0.978,0.8998
186,0.9783,0.8998
187,0.9569,0.916
188,0.9542,0.9314
189,0.9421,0.9304
190,0.9279,0.9255
191,0.842,0.8871
192,0.7557,0.8619
193,0.7161,0.8334
194,0.6636,0.7758
195,0.5926,0.7179
196,0.6024,0.6435
197,0.6412,0.5825
198,0.6864,0.573
199,0.6963,0.5645
200,0.6959,0.5732
201,0.6786,0.5662
202,0.7159,0.5952
203,0.7372,0.598
204,0.7077,0.622
205,0.6621,0.6547
206,0.661,0.6542
207,0.6584,0.6497
208,0.6294,0.6239
209,0.6647,0.6192
210,0.6694,0.6094
211,0.7207,0.5974
212,0.735,0.6017
213,0.735,0.5994
214,0.7191,0.5958
215,0.7213,0.5888
216,0.728,0.5978
217,0.7703,0.6149
218,0.7714,0.6429
219,0.7339,0.6685
220,0.6679,0.6852
221,0.6362,0.6949
222,0.6256,0.7062
223,0.6256,0.7062
224,0.628,0.7016
225,0.6322,0.7032
226,0.6547,0.6874
227,0.6711,0.6837
228,0.6828,0.7007
229,0.6825,0.7174
230,0.7078,0.7241
231,0.7157,0.744
232,0.7446,0.7604
233,0.7267,0.7722
234,0.7266,0.7722
235,0.7268,0.7721
236,0.7268,0.772
237,0.7266,0.772
238,0.7267,0.772
239,0.7266,0.772
240,0.7263,0.7719
241,0.7265,0.772
242,0.6971,0.7662
243,0.6971,0.7662
244,0.6977,0.7645
245,0.6789,0.7699
246,0.6687,0.7853
247,0.6685,0.7956
248,0.6761,0.8069
249,0.6874,0.8068
250,0.7123,0.8073
251,0.72,0.7954
252,0.6867,0.7871
253,0.6704,0.7611
254,0.6763,0.7447
255,0.6685,0.741
256,0.6604,0.7331
257,0.6607,0.7357
258,0.6786,0.7334
259,0.7053,0.736
260,0.695,0.7312
261,0.6826,0.7167
262,0.6886,0.7105
263,0.6841,0.7098
264,0.6805,0.7094
265,0.682,0.7131
266,0.6835,0.7086
267,0.685,0.7101
268,0.6508,0.7017
269,0.6841,0.6915
270,0.7069,0.6929
271,0.7152,0.6932
272,0.7155,0.6929
273,0.7146,0.6936
274,0.7145,0.6936
275,0.7146,0.6936
276,0.7146,0.6936
277,0.7146,0.6936
278,0.7146,0.6936
279,0.7145,0.6936
280,0.7146,0.6936
281,0.7193,0.6864
282,0.6923,0.6874
283,0.6907,0.6795
284,0.6758,0.6718
285,0.6836,0.6785
286,0.7359,0.6921
287,0.7319,0.6939
288,0.7485,0.7032
289,0.7313,0.716
290,0.7511,0.7279
291,0.8027,0.7581
292,0.8044,0.7682
293,0.8511,0.7905
294,0.8912,0.8149
295,0.9241,0.8364
296,0.9686,0.8803
297,0.9833,0.8913
298,0.9834,0.8914
299,0.9825,0.8914
300,0.9829,0.893
301,0.983,0.8934
302,0.9836,0.8927
303,0.9835,0.8928
304,0.9836,0.8927
305,0.9837,0.8926
306,0.9822,0.8933
307,0.9804,0.8954
308,0.9775,0.8935
309,0.9775,0.8935
310,0.9776,0.8934
311,0.9776,0.8935
312,0.9776,0.8935
313,0.9776,0.8933
314,0.9785,0.8921
315,0.9771,0.8937
316,0.9671,0.897
317,0.9606,0.9005
318,0.9333,0.8812
319,0.9161,0.8609
320,0.8639,0.8461
321,0.7954,0.8182
322,0.7663,0.7891
323,0.7117,0.6912
324,0.7112,0.6905
325,0.7112,0.6905
326,0.7199,0.6935
327,0.7405,0.6892
328,0.7488,0.6898
329,0.741,0.6858
330,0.7403,0.6565
331,0.7212,0.5998
332,0.7121,0.5911
333,0.7072,0.5858
334,0.715,0.5851
335,0.7861,0.5786
336,0.8142,0.574
337,0.8355,0.5746
338,0.8171,0.5852
339,0.7423,0.6057
340,0.7453,0.6389
341,0.7407,0.6751
342,0.7319,0.6752
343,0.7332,0.6875
344,0.7309,0.6844
345,0.7564,0.6818
346,0.7555,0.6849
347,0.7683,0.68
348,0.7856,0.658
349,0.7596,0.658
350,0.7538,0.646
351,0.7184,0.6262
352,0.6934,0.6419
353,0.6596,0.6593
354,0.6299,0.674
355,0.6307,0.6739
356,0.6388,0.6775
357,0.6409,0.6985
358,0.6451,0.7113
359,0.6349,0.7074
360,0.6349,0.7074
361,0.6338,0.7083
362,0.6134,0.7167
363,0.6137,0.7187
364,0.5996,0.6997
365,0.598,0.6679
366,0.617,0.664
367,0.6479,0.6229
368,0.6778,0.5995
369,0.6952,0.5739
370,0.6547,0.5425
371,0.6588,0.5229
372,0.6377,0.4943
373,0.5888,0.4653
374,0.5304,0.4509
375,0.5072,0.4477
376,0.5167,0.4319
377,0.5107,0.4141
378,0.487,0.394
379,0.4471,0.376
380,0.4012,0.3358
381,0.3306,0.278
382,0.3172,0.2573
383,0.3223,0.2552
384,0.3259,0.2433
385,0.313,0.2254
386,0.2701,0.1964
387,0.2633,0.1726
388,0.2679,0.1629
389,0.2678,0.1575
390,0.2703,0.1543
391,0.2663,0.156
392,0.2619,0.1545
393,0.2581,0.1573
394,0.2579,0.1558
395,0.2595,0.1565
396,0.2618,0.1592
397,0.2657,0.163
398,0.273,0.1623
399,0.2696,0.1682
400,0.2672,0.1687
401,0.2509,0.1672
402,0.2486,0.1704
403,0.2498,0.171
404,0.2527,0.1691
405,0.2527,0.1664
406,0.2512,0.1675
407,0.2552,0.1674
408,0.255,0.1674
409,0.255,0.1674
410,0.255,0.1674
411,0.255,0.1674
412,0.2548,0.1674
413,0.255,0.1674
414,0.255,0.1674
415,0.255,0.1674
416,0.2549,0.1674
417,0.2553,0.1676
418,0.2549,0.1674
419,0.255,0.1674
420,0.2548,0.1674
421,0.2549,0.1674
422,0.2548,0.1674
423,0.2556,0.1673
424,0.2558,0.1673
425,0.2557,0.1673
426,0.2557,0.1673
427,0.2557,0.1673
428,0.2558,0.1672
429,0.2556,0.1673
430,0.2557,0.1673
431,0.2555,0.1673
432,0.2558,0.1673
433,0.2558,0.1673
434,0.2226,0.1689
435,0.1608,0.1517
436,0.1102,0.1273
437,0.1065,0.1019
438,0.0892,0.117
439,0.0918,0.1315
440,0.1298,0.1518
441,0.1526,0.1572
442,0.1552,0.1557
443,0.1541,0.1559
444,0.1541,0.1559
445,0.1541,0.1558
446,0.1541,0.1559
447,0.1541,0.1559
448,0.154,0.1559
449,0.154,0.1559
450,0.154,0.1559
451,0.154,0.1559
452,0.154,0.1559
453,0.1539,0.1559
454,0.1539,0.156
455,0.1539,0.1559
456,0.1539,0.1559
457,0.1539,0.156
458,0.154,0.1559
459,0.1539,0.156
460,0.1539,0.1559
461,0.1056,0.1611
462,0.0939,0.1712
463,0.1268,0.2016
464,0.1021,0.2202
465,0.0641,0.2536
466,0.0116,0.2762
467,0.0497,0.2905
468,0.096,0.3141
469,0.1063,0.3443
470,0.0806,0.3636
471,0.0701,0.3845
472,0.0778,0.4119
473,0.0435,0.4264
474,0.0312,0.442
475,0,0.4644
