t,x,y
0.0,1.0,0.3446327683595882
1.0,0.990825688073528,0.350282485873322
2.0,0.981651376147056,0.350282485873322
3.0,0.9724770642060321,0.35593220338887477
4.0,0.9724770642060321,0.35593220338887477
5.0,0.963302752294112,0.36158192090260854
6.0,0.95412844036764,0.36158192090260854
7.0,0.944954128441168,0.3672316384163423
8.0,0.944954128441168,0.3672316384163423
9.0,0.9357798165001441,0.3672316384163423
10.0,0.9266055045736721,0.3672316384163423
11.0,0.917431192661752,0.3728813559318951
12.0,0.90825688073528,0.3728813559318951
13.0,0.90825688073528,0.3728813559318951
14.0,0.8990825687942561,0.3728813559318951
15.0,0.8899082568677841,0.3728813559318951
16.0,0.8807339449267602,0.3728813559318951
17.0,0.8807339449267602,0.3728813559318951
18.0,0.871559633029392,0.3728813559318951
19.0,0.86238532110292,0.37853107344562886
20.0,0.8532110091909999,0.37853107344562886
21.0,0.8440366972354241,0.38418079095936264
22.0,0.8440366972354241,0.38418079095936264
23.0,0.8348623852944002,0.3898305084730964
24.0,0.825688073397032,0.3898305084730964
25.0,0.8165137614560081,0.3954802259868302
26.0,0.8073394495586399,0.3954802259868302
27.0,0.8073394495586399,0.40112994350056397
28.0,0.7981651375885122,0.40112994350056397
29.0,0.788990825691144,0.40677966101429774
30.0,0.7798165137501201,0.4124293785298505
31.0,0.7706422018236481,0.4124293785298505
32.0,0.7706422018236481,0.4180790960435843
33.0,0.7614678899262799,0.42372881355913705
34.0,0.7522935779561521,0.42937853107287083
35.0,0.743119266058784,0.4350282485866046
36.0,0.7339449541177601,0.4406779661003384
37.0,0.7339449541177601,0.44632768361407216
38.0,0.7247706421912881,0.45197740112780593
39.0,0.715596330279368,0.45197740112780593
40.0,0.715596330279368,0.45197740112780593
41.0,0.715596330279368,0.45197740112780593
42.0,0.7247706421912881,0.45197740112780593
43.0,0.7247706421912881,0.45197740112780593
44.0,0.7247706421912881,0.45197740112780593
45.0,0.7247706421912881,0.45197740112780593
46.0,0.7247706421912881,0.44632768361407216
47.0,0.7247706421912881,0.4406779661003384
48.0,0.7339449541177601,0.42937853107287083
49.0,0.7339449541177601,0.42372881355913705
50.0,0.7339449541177601,0.4180790960435843
51.0,0.7339449541177601,0.4124293785298505
52.0,0.7339449541177601,0.40112994350056397
53.0,0.743119266058784,0.40112994350056397
54.0,0.743119266058784,0.3954802259868302
55.0,0.7522935779561521,0.40112994350056397
56.0,0.7522935779561521,0.4124293785298505
57.0,0.7522935779561521,0.42372881355913705
58.0,0.7522935779561521,0.4406779661003384
59.0,0.7522935779561521,0.45197740112780593
60.0,0.743119266058784,0.46892655367082625
61.0,0.743119266058784,0.4802259887001128
62.0,0.743119266058784,0.4971751412413141
63.0,0.7339449541177601,0.5084745762687817
64.0,0.7339449541177601,0.5197740112980682
65.0,0.7247706421912881,0.5310734463273548
66.0,0.715596330279368,0.5367231638410885
67.0,0.715596330279368,0.5480225988685561
68.0,0.7064220183237921,0.5536723163822899
69.0,0.6972477064118721,0.5593220338960236
70.0,0.6972477064118721,0.5649717514097574
71.0,0.6880733944854001,0.5706214689253102
72.0,0.6788990825880319,0.576271186439044
73.0,0.6788990825880319,0.5819209039545967
74.0,0.669724770647008,0.5875706214683305
75.0,0.6605504587059841,0.5932203389820643
76.0,0.6605504587059841,0.598870056495798
77.0,0.651376146779512,0.598870056495798
78.0,0.64220183485304,0.6045197740095318
79.0,0.64220183485304,0.6101694915232656
80.0,0.63302752294112,0.6158192090369994
81.0,0.623853211014648,0.6214689265525521
82.0,0.623853211014648,0.6214689265525521
83.0,0.614678899073624,0.6271186440662859
84.0,0.605504587147152,0.6327683615818387
85.0,0.605504587147152,0.6327683615818387
86.0,0.59633027522068,0.6384180790955725
87.0,0.58715596330876,0.6440677966093062
88.0,0.58715596330876,0.64971751412304
89.0,0.577981651367736,0.64971751412304
90.0,0.577981651367736,0.6553672316367738
91.0,0.568807339441264,0.6610169491505076
92.0,0.559633027514792,0.6666666666642413
93.0,0.559633027514792,0.6666666666642413
94.0,0.550458715602872,0.6666666666642413
95.0,0.541284403661848,0.6723163841797941
96.0,0.541284403661848,0.6723163841797941
97.0,0.532110091735376,0.6723163841797941
98.0,0.532110091735376,0.6779661016935279
99.0,0.522935779808904,0.6779661016935279
100.0,0.522935779808904,0.6779661016935279
101.0,0.532110091735376,0.6779661016935279
102.0,0.532110091735376,0.6779661016935279
103.0,0.532110091735376,0.6779661016935279
104.0,0.532110091735376,0.6779661016935279
105.0,0.532110091735376,0.6779661016935279
106.0,0.532110091735376,0.6779661016935279
107.0,0.532110091735376,0.6779661016935279
108.0,0.532110091735376,0.6779661016935279
109.0,0.532110091735376,0.6779661016935279
110.0,0.532110091735376,0.6779661016935279
111.0,0.532110091735376,0.6779661016935279
112.0,0.532110091735376,0.6779661016935279
113.0,0.532110091735376,0.6779661016935279
114.0,0.532110091735376,0.6779661016935279
115.0,0.532110091735376,0.6779661016935279
116.0,0.532110091735376,0.6779661016935279
117.0,0.532110091735376,0.6779661016935279
118.0,0.532110091735376,0.6836158192036237
119.0,0.532110091735376,0.6836158192036237
120.0,0.522935779808904,0.6892655367228144
121.0,0.513761467882432,0.6892655367228144
122.0,0.513761467882432,0.6949152542365482
123.0,0.504587155970512,0.700564971750282
124.0,0.504587155970512,0.700564971750282
125.0,0.49541284402948804,0.7062146892640158
126.0,0.49541284402948804,0.7118644067777495
127.0,0.48623853210301604,0.7175141242914833
128.0,0.47706422017654404,0.7175141242914833
129.0,0.47706422017654404,0.7231638418052171
130.0,0.4678899082355201,0.7288135593207699
131.0,0.45871559632360004,0.7344632768345036
132.0,0.45871559632360004,0.7344632768345036
133.0,0.44954128439712804,0.7401129943445994
134.0,0.44954128439712804,0.7457627118637902
135.0,0.44036697249975987,0.751412429377524
136.0,0.43119266054418404,0.751412429377524
137.0,0.43119266054418404,0.7570621468912577
138.0,0.42201834861771204,0.7627118644049915
139.0,0.42201834861771204,0.7627118644049915
140.0,0.41284403669124003,0.7683615819187253
141.0,0.41284403669124003,0.7683615819187253
142.0,0.40366972476476803,0.774011299432459
143.0,0.40366972476476803,0.774011299432459
144.0,0.39449541286739986,0.7796610169480118
145.0,0.39449541286739986,0.7853107344617456
146.0,0.3853211008972721,0.7853107344617456
147.0,0.37614678898535203,0.7909604519772984
148.0,0.37614678898535203,0.7966101694910321
149.0,0.36697247705888003,0.8022598870047659
150.0,0.36697247705888003,0.8079096045184997
151.0,0.35779816513240803,0.8079096045184997
152.0,0.34862385323503986,0.8135593220322335
153.0,0.34862385323503986,0.8192090395459672
154.0,0.3394495412649121,0.8192090395459672
155.0,0.3394495412649121,0.824858757059701
156.0,0.33027522935299203,0.824858757059701
157.0,0.33027522935299203,0.8305084745734348
158.0,0.32110091742652,0.8305084745734348
159.0,0.32110091742652,0.8361581920889876
160.0,0.31192660552915186,0.8361581920889876
161.0,0.31192660552915186,0.8361581920889876
162.0,0.31192660552915186,0.8361581920889876
163.0,0.31192660552915186,0.8361581920889876
164.0,0.31192660552915186,0.8418079096045403
165.0,0.31192660552915186,0.8418079096045403
166.0,0.31192660552915186,0.8418079096045403
167.0,0.31192660552915186,0.8418079096045403
168.0,0.31192660552915186,0.8418079096045403
169.0,0.31192660552915186,0.8418079096045403
170.0,0.31192660552915186,0.8418079096045403
171.0,0.31192660552915186,0.8418079096045403
172.0,0.31192660552915186,0.8418079096045403
173.0,0.31192660552915186,0.8418079096045403
174.0,0.31192660552915186,0.8418079096045403
175.0,0.31192660552915186,0.8418079096045403
176.0,0.31192660552915186,0.8474576271182741
177.0,0.302752293573576,0.8531073446320079
178.0,0.2935779816180002,0.8587570621457417
179.0,0.2935779816180002,0.8644067796594754
180.0,0.284403669720632,0.8700564971732092
181.0,0.27522935779416,0.8813559322006768
182.0,0.27522935779416,0.875706214686943
183.0,0.27522935779416,0.8813559322006768
184.0,0.27522935779416,0.8813559322006768
185.0,0.27522935779416,0.8813559322006768
186.0,0.27522935779416,0.8813559322006768
187.0,0.27522935779416,0.8813559322006768
188.0,0.27522935779416,0.8813559322006768
189.0,0.27522935779416,0.8813559322006768
190.0,0.27522935779416,0.875706214686943
191.0,0.26605504588223994,0.8700564971732092
192.0,0.26605504588223994,0.8700564971732092
193.0,0.26605504588223994,0.8700564971732092
194.0,0.26605504588223994,0.8644067796594754
195.0,0.256880733941216,0.8700564971732092
196.0,0.256880733941216,0.875706214686943
197.0,0.24770642201474402,0.8813559322006768
198.0,0.24770642201474402,0.8870056497162295
199.0,0.24770642201474402,0.8926553672299633
200.0,0.23853211008827202,0.8926553672299633
201.0,0.23853211008827202,0.8983050847455161
202.0,0.23853211008827202,0.8983050847455161
203.0,0.23853211008827202,0.8983050847455161
204.0,0.23853211008827202,0.8983050847455161
205.0,0.23853211008827202,0.8983050847455161
206.0,0.23853211008827202,0.8983050847455161
207.0,0.23853211008827202,0.8983050847455161
208.0,0.23853211008827202,0.9039548022592498
209.0,0.23853211008827202,0.9039548022592498
210.0,0.23853211008827202,0.9039548022592498
211.0,0.23853211008827202,0.9039548022592498
212.0,0.23853211008827202,0.9039548022592498
213.0,0.23853211008827202,0.9039548022592498
214.0,0.23853211008827202,0.9039548022592498
215.0,0.23853211008827202,0.9039548022592498
216.0,0.23853211008827202,0.9039548022592498
217.0,0.23853211008827202,0.9039548022592498
218.0,0.23853211008827202,0.9039548022592498
219.0,0.23853211008827202,0.9039548022592498
220.0,0.23853211008827202,0.9039548022592498
221.0,0.23853211008827202,0.9039548022592498
222.0,0.24770642201474402,0.9039548022592498
223.0,0.24770642201474402,0.9096045197729836
224.0,0.24770642201474402,0.9096045197729836
225.0,0.24770642201474402,0.9096045197729836
226.0,0.23853211008827202,0.9096045197729836
227.0,0.23853211008827202,0.9096045197729836
228.0,0.22935779816180002,0.9096045197729836
229.0,0.22935779816180002,0.9096045197729836
230.0,0.22935779816180002,0.9096045197729836
231.0,0.22935779816180002,0.9096045197729836
232.0,0.22935779816180002,0.9096045197729836
233.0,0.23853211008827202,0.9152542372867174
234.0,0.23853211008827202,0.9209039548004512
235.0,0.22935779816180002,0.9322033898279187
236.0,0.22935779816180002,0.9435028248572053
237.0,0.22935779816180002,0.9548022598864918
238.0,0.22935779816180002,0.9604519774002256
239.0,0.22018348623532802,0.9661016949139594
240.0,0.22018348623532802,0.9717514124276931
241.0,0.21100917430885602,0.9774011299414269
242.0,0.21100917430885602,0.9830508474551607
243.0,0.20183486238238402,0.9887005649688945
