"t","x","y"
0,0.2894,0.2655
1,0.2634,0.3325
2,0.2638,0.3323
3,0.2613,0.334
4,0.2502,0.3696
5,0.2105,0.3949
6,0.1904,0.5226
7,0.2006,0.5221
8,0.2013,0.5205
9,0.2005,0.5206
10,0.1958,0.5685
11,0.2001,0.5831
12,0.2233,0.5839
13,0.2484,0.5651
14,0.2687,0.5594
15,0.3047,0.5441
16,0.3066,0.5438
17,0.3073,0.5421
18,0.3039,0.5459
19,0.291,0.5113
20,0.3091,0.4589
21,0.3809,0.2431
22,0.3395,0.2517
23,0.3411,0.2516
24,0.3427,0.2587
25,0.2869,0.3066
26,0.2013,0.4022
27,0.1987,0.4071
28,0.1971,0.4069
29,0.1792,0.5025
30,0.1818,0.5206
31,0.1864,0.5267
32,0.1806,0.5208
33,0.1806,0.5214
34,0.1799,0.522
35,0.1846,0.5187
36,0.171,0.5281
37,0.1527,0.5012
38,0.1481,0.5019
39,0.1553,0.4885
40,0.1361,0.4828
41,0.0949,0.4665
42,0.0988,0.4592
43,0.0979,0.4559
44,0.0986,0.4662
45,0.1022,0.4715
46,0.124,0.4642
47,0.2172,0.5255
48,0.2622,0.5425
49,0.2568,0.5661
50,0.2491,0.5614
51,0.2425,0.5589
52,0.2786,0.4938
53,0.3037,0.4521
54,0.329,0.4259
55,0.3282,0.4262
56,0.3302,0.4339
57,0.328,0.4282
58,0.3172,0.4682
59,0.2918,0.4052
60,0.2911,0.3801
61,0.2835,0.3792
62,0.2953,0.3633
63,0.2976,0.3412
64,0.2989,0.3459
65,0.2974,0.3416
66,0.2973,0.3415
67,0.3036,0.3424
68,0.3847,0.3051
69,0.4492,0.2445
70,0.451,0.2386
71,0.4526,0.2209
72,0.4526,0.2213
73,0.4735,0.1665
74,0.4933,0.1603
75,0.4965,0.1655
76,0.4988,0.2186
77,0.4998,0.2659
78,0.5092,0.3526
79,0.5398,0.389
80,0.5378,0.3992
81,0.5377,0.3989
82,0.5274,0.3985
83,0.5049,0.3965
84,0.5216,0.4308
85,0.547,0.451
86,0.5497,0.4531
87,0.5519,0.4522
88,0.5797,0.4174
89,0.6037,0.4141
90,0.5708,0.4586
91,0.4686,0.5105
92,0.4119,0.48
93,0.4134,0.4026
94,0.4097,0.4089
95,0.4065,0.394
96,0.3589,0.4035
97,0.3472,0.4167
98,0.411,0.409
99,0.4103,0.4101
100,0.4102,0.4104
101,0.3893,0.3895
102,0.2991,0.3794
103,0.2996,0.3785
104,0.3005,0.3787
105,0.2987,0.3794
106,0.2996,0.3791
107,0.2996,0.379
108,0.2997,0.3792
109,0.2998,0.3795
110,0.2976,0.3803
111,0.2997,0.379
112,0.2987,0.3816
113,0.2999,0.3789
114,0.2999,0.3788
115,0.2999,0.3819
116,0.3004,0.3805
117,0.2915,0.3602
118,0.2905,0.336
119,0.2915,0.33
120,0.2916,0.3299
121,0.2915,0.3305
122,0.2828,0.3269
123,0.2753,0.3144
124,0.2732,0.3197
125,0.2738,0.3225
126,0.2735,0.3225
127,0.2773,0.3212
128,0.2734,0.3218
129,0.2731,0.3216
130,0.2735,0.3215
131,0.291,0.3538
132,0.3133,0.4239
133,0.268,0.3972
134,0.2344,0.4044
135,0.2283,0.4055
136,0.2343,0.4051
137,0.2255,0.4159
138,0.1793,0.4199
139,0.1411,0.4365
140,0.1537,0.3569
141,0.1538,0.3595
142,0.1531,0.3583
143,0.1533,0.3588
144,0.1535,0.3589
145,0.1521,0.3598
146,0.1576,0.3582
147,0.1542,0.3598
148,0.1535,0.3593
149,0.1538,0.3589
150,0.1623,0.3903
151,0.1538,0.3585
152,0.1538,0.3588
153,0.1541,0.3589
154,0.1534,0.3591
155,0.1531,0.3595
156,0.1226,0.3485
157,0.0773,0.3694
158,0.0793,0.3767
159,0.0954,0.3916
160,0.0996,0.3842
161,0.0979,0.3547
162,0.1091,0.3372
163,0.116,0.3058
164,0.1172,0.3014
165,0.111,0.305
166,0.0592,0.4014
167,0.0562,0.4013
168,0.0568,0.4022
169,0.0552,0.4042
170,0.0527,0.4089
171,0.0666,0.4165
172,0.0712,0.5075
173,0.0722,0.5486
174,0.0826,0.59
175,0.0787,0.6005
176,0.1127,0.6579
177,0.1495,0.6409
178,0.1503,0.5826
179,0.1643,0.5565
180,0.2087,0.5568
181,0.2081,0.6047
182,0.2575,0.6127
183,0.2583,0.6062
184,0.2707,0.5634
185,0.2794,0.5624
186,0.2825,0.5792
187,0.3066,0.5753
188,0.3727,0.5529
189,0.3779,0.5249
190,0.3622,0.4972
191,0.3447,0.4229
192,0.33,0.2875
193,0.3209,0.239
194,0.3223,0.2223
195,0.3223,0.1698
196,0.3233,0.1731
197,0.3231,0.1735
198,0.3298,0.1697
199,0.3208,0.1686
200,0.3587,0.1206
201,0.3842,0.0739
202,0.3832,0.0737
203,0.3746,0.0811
204,0.3832,0.0747
205,0.3673,0.0821
206,0.3462,0.1167
207,0.3737,0.1594
208,0.4051,0.145
209,0.4128,0.136
210,0.4214,0.1311
211,0.4214,0.1309
212,0.4218,0.1315
213,0.4204,0.1275
214,0.4168,0.1302
215,0.4732,0.114
216,0.4705,0.1031
217,0.4904,0.1144
218,0.5062,0.1079
219,0.508,0.1076
220,0.5043,0.1117
221,0.5002,0.2198
222,0.5,0.2186
223,0.4996,0.2186
224,0.4995,0.2192
225,0.4997,0.2191
226,0.5058,0.2298
227,0.5012,0.2209
228,0.4981,0.2295
229,0.4996,0.2182
230,0.4994,0.219
231,0.4983,0.2194
232,0.4992,0.2191
233,0.5082,0.2041
234,0.5119,0.2134
235,0.5132,0.2282
236,0.5,0.2184
237,0.5002,0.2188
238,0.5,0.2188
239,0.4948,0.215
