"t","x","y"
0,0.4011,0.0384
1,0.4172,0.0598
2,0.4327,0.0696
3,0.4399,0.0718
4,0.4352,0.0666
5,0.475,0.0741
6,0.4703,0.0696
7,0.4743,0.0622
8,0.4814,0.0618
9,0.4778,0.0732
10,0.4659,0.1029
11,0.4701,0.0918
12,0.4744,0.0658
13,0.4573,0.0551
14,0.4659,0.0797
15,0.4439,0.0839
16,0.4332,0.069
17,0.4351,0.0573
18,0.4393,0.0729
19,0.4699,0.0743
20,0.4731,0.0874
21,0.4563,0.1014
22,0.4456,0.1227
23,0.4468,0.1325
24,0.4498,0.1129
25,0.4539,0.1019
26,0.4553,0.0992
27,0.4373,0.11
28,0.4173,0.1297
29,0.4009,0.1536
30,0.3958,0.1864
31,0.398,0.2191
32,0.3938,0.2247
33,0.4135,0.2327
34,0.4255,0.233
35,0.4237,0.2603
36,0.4197,0.2789
37,0.4027,0.2798
38,0.3924,0.2964
39,0.3907,0.3051
40,0.3784,0.3073
41,0.4085,0.3122
42,0.4239,0.3008
43,0.4256,0.2809
44,0.4349,0.2522
45,0.4023,0.2333
46,0.396,0.244
47,0.3692,0.2591
48,0.3625,0.2632
49,0.377,0.2579
50,0.3952,0.259
51,0.4036,0.256
52,0.3809,0.2517
53,0.3776,0.2693
54,0.3661,0.2734
55,0.3608,0.281
56,0.3478,0.3092
57,0.3391,0.3286
58,0.3334,0.3467
59,0.3461,0.3255
60,0.3599,0.3147
61,0.3274,0.3232
62,0.3295,0.3149
63,0.3234,0.3125
64,0.3208,0.3127
65,0.3374,0.315
66,0.3389,0.3279
67,0.3331,0.3169
68,0.3228,0.2948
69,0.3129,0.294
70,0.3216,0.2887
71,0.3256,0.2907
72,0.3386,0.2983
73,0.3585,0.2949
74,0.3606,0.2981
75,0.3574,0.3009
76,0.3519,0.3093
77,0.3341,0.3096
78,0.3394,0.2979
79,0.3502,0.3176
80,0.3328,0.3144
81,0.3294,0.3381
82,0.3529,0.3441
83,0.3489,0.3414
84,0.3637,0.3319
85,0.3865,0.3327
86,0.3787,0.3315
87,0.3878,0.3234
88,0.3955,0.3236
89,0.3873,0.31
90,0.4119,0.3315
91,0.4104,0.3479
92,0.4164,0.3422
93,0.4215,0.3378
94,0.4128,0.3485
95,0.3973,0.3558
96,0.4147,0.3345
97,0.4488,0.3389
98,0.4579,0.3502
99,0.4681,0.3301
100,0.4974,0.3236
101,0.4987,0.343
102,0.5027,0.3443
103,0.5009,0.3335
104,0.4819,0.3324
105,0.4903,0.3336
106,0.4887,0.3366
107,0.4978,0.3273
108,0.4933,0.3206
109,0.5023,0.3213
110,0.4865,0.3137
111,0.4967,0.2973
112,0.504,0.2881
113,0.5106,0.2769
114,0.4973,0.3015
115,0.4946,0.3015
116,0.5084,0.3197
117,0.4974,0.326
118,0.4916,0.3267
119,0.4772,0.3143
120,0.4791,0.3045
121,0.4674,0.3101
122,0.4502,0.3074
123,0.4286,0.3198
124,0.4431,0.3316
125,0.4326,0.3318
126,0.4091,0.3272
127,0.4202,0.3471
128,0.409,0.337
129,0.4128,0.3235
130,0.4157,0.3149
131,0.39,0.3028
132,0.3695,0.2916
133,0.3596,0.2905
134,0.3596,0.3107
135,0.3552,0.317
136,0.3569,0.3317
137,0.3456,0.3463
138,0.321,0.3441
139,0.3249,0.3383
140,0.3324,0.3246
141,0.3428,0.3236
