"t","x","y"
0,0.3955,0.9897
1,0.3975,0.9883
2,0.4002,0.9887
3,0.4028,0.9869
4,0.4041,0.987
5,0.4051,0.989
6,0.4061,0.9911
7,0.4075,0.9909
8,0.4064,0.9894
9,0.4053,0.9879
10,0.4048,0.989
11,0.4042,0.9901
12,0.4058,0.99
13,0.406,0.9909
14,0.4062,0.9918
15,0.4062,0.9927
16,0.4063,0.9936
17,0.4062,0.9945
18,0.4044,0.9967
19,0.4026,0.9988
20,0.4013,0.9991
21,0.4023,0.9994
22,0.4034,0.9997
23,0.4045,1
24,0.405,0.9995
25,0.404,0.9995
26,0.4024,0.9982
27,0.4029,0.9972
28,0.4034,0.9962
29,0.4039,0.995
30,0.4044,0.9936
31,0.4049,0.9922
32,0.4054,0.993
33,0.4059,0.9939
34,0.4075,0.9928
35,0.4077,0.9923
36,0.408,0.9917
37,0.4081,0.9911
38,0.4066,0.99
39,0.4049,0.9889
40,0.4032,0.9877
41,0.4015,0.9865
42,0.3996,0.9853
43,0.3978,0.984
44,0.3958,0.9826
45,0.3954,0.9798
46,0.3949,0.977
47,0.3942,0.9762
48,0.3939,0.9771
49,0.3952,0.9762
50,0.3965,0.9774
51,0.3979,0.9787
52,0.3969,0.9807
53,0.3979,0.9811
54,0.3989,0.9814
55,0.3999,0.9817
56,0.4009,0.9819
57,0.4019,0.9821
58,0.403,0.9822
59,0.4037,0.9837
60,0.4045,0.9852
61,0.4065,0.9863
62,0.4085,0.9873
63,0.4107,0.9887
64,0.413,0.9902
65,0.4141,0.9901
66,0.4173,0.99
67,0.4168,0.9882
68,0.4177,0.9881
69,0.4186,0.9878
70,0.4194,0.9875
71,0.4203,0.987
72,0.4211,0.9864
73,0.4203,0.9839
74,0.4194,0.9813
75,0.4185,0.9786
76,0.4176,0.978
77,0.419,0.9783
78,0.4205,0.9786
79,0.4207,0.9769
80,0.4207,0.9751
81,0.4217,0.9741
82,0.4227,0.973
83,0.4236,0.9718
84,0.4244,0.9707
85,0.4252,0.9694
86,0.4251,0.9697
87,0.425,0.9699
88,0.4249,0.9701
89,0.4247,0.9703
90,0.4245,0.9704
91,0.4242,0.9705
92,0.4238,0.9706
93,0.4234,0.9706
94,0.423,0.9706
95,0.4233,0.9726
96,0.4214,0.973
97,0.4215,0.972
98,0.4216,0.9708
99,0.4215,0.9718
100,0.4212,0.973
101,0.421,0.9742
102,0.4206,0.9754
103,0.4202,0.9767
104,0.4197,0.978
105,0.4208,0.9787
106,0.4194,0.9788
107,0.4207,0.9785
108,0.4198,0.9786
109,0.4193,0.9766
110,0.4188,0.9746
111,0.4177,0.9737
112,0.4168,0.9726
113,0.4157,0.9737
114,0.4166,0.9748
115,0.4176,0.976
116,0.4186,0.9772
117,0.4195,0.9784
118,0.4187,0.9798
119,0.4177,0.9811
120,0.4193,0.9828
121,0.4208,0.9846
122,0.4224,0.9863
123,0.4239,0.9881
124,0.4255,0.9898
125,0.4276,0.9897
126,0.4299,0.9894
127,0.4322,0.989
128,0.4344,0.9887
129,0.4367,0.9883
130,0.4389,0.9878
131,0.4411,0.9872
132,0.4432,0.9866
133,0.4429,0.9862
134,0.44,0.9864
135,0.4382,0.9886
136,0.4368,0.9895
137,0.4349,0.9882
138,0.433,0.9869
139,0.431,0.9856
140,0.429,0.9843
141,0.427,0.9829
142,0.4253,0.9832
143,0.426,0.9843
144,0.4268,0.9853
145,0.4276,0.9864
146,0.4293,0.9859
147,0.4311,0.9852
148,0.4341,0.9865
149,0.437,0.9877
150,0.44,0.9888
151,0.4429,0.9899
152,0.4438,0.9892
153,0.4448,0.9883
154,0.4457,0.9873
155,0.4467,0.9861
156,0.4476,0.9847
157,0.4469,0.9823
158,0.4484,0.9808
159,0.4519,0.98
160,0.4526,0.9784
161,0.4533,0.9767
162,0.4539,0.9748
163,0.4544,0.9728
164,0.4547,0.9706
165,0.455,0.9683
166,0.4543,0.9678
167,0.4534,0.9671
168,0.4553,0.9662
169,0.4573,0.9651
170,0.4593,0.9637
171,0.4613,0.962
172,0.4632,0.9602
173,0.4651,0.9582
174,0.4668,0.9561
175,0.4685,0.9538
176,0.4701,0.9513
177,0.4715,0.9487
178,0.4727,0.946
179,0.4732,0.9449
180,0.4735,0.9436
181,0.4737,0.9422
182,0.4737,0.9405
183,0.4753,0.94
184,0.4769,0.9392
185,0.4784,0.9381
186,0.4798,0.9367
187,0.4812,0.935
188,0.4825,0.9331
189,0.4836,0.931
190,0.4846,0.9286
191,0.4853,0.926
192,0.4858,0.9233
193,0.4862,0.9206
194,0.4864,0.9177
195,0.4864,0.9148
196,0.4872,0.9138
197,0.4877,0.9126
198,0.4881,0.9112
199,0.4883,0.9097
200,0.4883,0.908
201,0.488,0.9062
202,0.4876,0.9043
203,0.4869,0.9023
204,0.486,0.9001
205,0.485,0.898
206,0.4837,0.8957
207,0.483,0.8928
208,0.482,0.8899
209,0.4809,0.8869
210,0.4796,0.8838
211,0.4782,0.8807
212,0.4794,0.8775
213,0.4804,0.8743
214,0.481,0.871
215,0.4815,0.8677
216,0.4816,0.8644
217,0.4816,0.8611
218,0.4813,0.8578
219,0.4808,0.8545
220,0.4802,0.8512
221,0.4793,0.848
222,0.4782,0.8448
223,0.4769,0.8417
224,0.4755,0.8386
225,0.4729,0.8376
226,0.4701,0.8366
227,0.4673,0.8356
228,0.4644,0.8346
229,0.4613,0.8335
230,0.4607,0.8335
231,0.4599,0.8335
232,0.459,0.8335
233,0.458,0.8335
234,0.4569,0.8335
235,0.4557,0.8335
236,0.4544,0.8336
237,0.4531,0.8336
238,0.4516,0.8336
239,0.4501,0.8337
240,0.4486,0.8336
241,0.447,0.8336
242,0.4474,0.832
243,0.4478,0.8304
244,0.4484,0.8301
245,0.4492,0.8312
246,0.4496,0.8303
247,0.4494,0.829
248,0.449,0.8277
249,0.4484,0.8263
250,0.4463,0.824
251,0.444,0.8217
252,0.4417,0.8194
253,0.4393,0.8171
254,0.4369,0.8147
255,0.4344,0.8124
256,0.4319,0.81
257,0.4293,0.8076
258,0.4267,0.8053
259,0.4241,0.803
260,0.4214,0.8007
261,0.4188,0.7984
262,0.4183,0.7954
263,0.4177,0.7924
264,0.4153,0.7902
265,0.4129,0.7879
266,0.4106,0.7857
267,0.4082,0.7836
268,0.4059,0.7814
269,0.4035,0.7793
270,0.4037,0.7761
271,0.4035,0.775
272,0.4022,0.7757
273,0.4009,0.7764
274,0.3996,0.7772
275,0.398,0.7784
276,0.3963,0.7797
277,0.3947,0.7811
278,0.3937,0.7829
279,0.3927,0.7847
280,0.3916,0.7865
281,0.3906,0.7882
282,0.3918,0.7886
283,0.393,0.7889
284,0.3941,0.7892
285,0.3933,0.7912
286,0.3947,0.7909
287,0.3935,0.7892
288,0.3921,0.7875
289,0.3907,0.7857
290,0.3892,0.7838
291,0.3877,0.7819
292,0.3887,0.7801
293,0.3897,0.7784
294,0.3907,0.7766
295,0.3917,0.7747
296,0.3926,0.7728
297,0.394,0.7721
298,0.3934,0.7731
299,0.3956,0.7745
300,0.3972,0.7751
301,0.3998,0.7774
302,0.4023,0.7798
303,0.4047,0.7821
304,0.407,0.7843
305,0.4085,0.7855
306,0.4087,0.7872
307,0.4068,0.7885
308,0.4048,0.7898
309,0.4043,0.7887
310,0.404,0.7895
311,0.4037,0.7904
312,0.4033,0.7913
313,0.4057,0.7927
314,0.4076,0.7921
315,0.4094,0.7915
316,0.4111,0.7908
317,0.4102,0.79
318,0.4092,0.7891
319,0.4079,0.7882
320,0.4066,0.7872
321,0.4076,0.7876
322,0.4086,0.7881
323,0.4097,0.7886
324,0.4099,0.7897
325,0.4117,0.7901
326,0.4136,0.7905
327,0.4123,0.7911
328,0.411,0.7918
329,0.4095,0.7924
330,0.4108,0.7935
331,0.412,0.7947
332,0.4119,0.7938
333,0.4117,0.7929
334,0.4115,0.7919
335,0.4085,0.7912
336,0.4054,0.7906
337,0.4023,0.7899
338,0.3992,0.7892
339,0.3986,0.7874
340,0.398,0.7855
341,0.3947,0.7841
342,0.3911,0.7848
343,0.3895,0.782
344,0.3882,0.7799
345,0.389,0.7791
346,0.3898,0.7782
347,0.3907,0.7773
348,0.3887,0.7768
349,0.3866,0.7763
350,0.3845,0.7758
351,0.3822,0.7752
352,0.3828,0.775
353,0.3833,0.7748
354,0.3838,0.7745
355,0.3842,0.7764
356,0.3854,0.7756
357,0.3849,0.7761
358,0.3843,0.7766
359,0.3837,0.7771
360,0.3831,0.7776
361,0.3824,0.7782
362,0.3828,0.7807
363,0.3832,0.7833
364,0.3816,0.7844
365,0.3841,0.7859
366,0.3844,0.7868
367,0.3849,0.7867
368,0.3856,0.7857
369,0.3847,0.7838
370,0.3837,0.7818
371,0.3803,0.7812
372,0.3793,0.7815
373,0.3781,0.7795
374,0.3793,0.7795
375,0.3779,0.7805
376,0.3759,0.7792
377,0.3739,0.7779
378,0.3718,0.7766
379,0.3682,0.777
380,0.3647,0.7759
381,0.3635,0.7754
382,0.3647,0.7755
383,0.366,0.7756
384,0.3656,0.7742
385,0.3665,0.775
386,0.3674,0.7759
387,0.3699,0.7754
388,0.3724,0.7748
389,0.3745,0.7749
390,0.3736,0.7744
391,0.3727,0.7738
392,0.3717,0.7732
393,0.3706,0.7725
394,0.3694,0.7704
395,0.3697,0.7689
396,0.3696,0.7694
397,0.3699,0.7691
398,0.3702,0.7687
399,0.3705,0.7683
400,0.3708,0.7678
401,0.3711,0.7673
402,0.3737,0.7679
403,0.3764,0.7684
404,0.3765,0.7683
405,0.376,0.7705
406,0.3731,0.7727
407,0.372,0.7735
408,0.3734,0.7709
409,0.3735,0.7694
410,0.3736,0.7678
411,0.375,0.7682
412,0.3738,0.7685
413,0.3738,0.7685
414,0.3758,0.7686
415,0.3779,0.7686
416,0.3799,0.7686
417,0.382,0.7686
418,0.3838,0.7707
419,0.3857,0.7729
420,0.388,0.7738
421,0.3903,0.7747
422,0.3914,0.7732
423,0.3925,0.7717
424,0.3911,0.7713
425,0.3908,0.7727
426,0.3924,0.7726
427,0.3943,0.7707
428,0.3939,0.7698
429,0.3909,0.7699
430,0.3906,0.7688
431,0.3902,0.7676
432,0.3897,0.7663
433,0.3891,0.7648
434,0.3884,0.7633
435,0.3877,0.7617
436,0.3869,0.76
437,0.384,0.7608
438,0.3821,0.7624
439,0.3826,0.7638
440,0.383,0.7652
441,0.3804,0.767
442,0.3762,0.7672
443,0.3732,0.7655
444,0.3728,0.7645
445,0.3723,0.7635
446,0.3718,0.7624
447,0.3712,0.7613
448,0.3727,0.7614
449,0.3743,0.7614
450,0.3759,0.7615
451,0.3763,0.7597
452,0.3743,0.7589
453,0.3729,0.7599
454,0.3763,0.7607
455,0.3775,0.7602
456,0.3768,0.7579
457,0.376,0.7555
458,0.3752,0.7531
459,0.3744,0.7506
460,0.3736,0.7481
461,0.3727,0.7456
462,0.3718,0.7431
463,0.3709,0.7405
464,0.3693,0.7387
465,0.3677,0.7368
466,0.3689,0.7381
467,0.3681,0.7401
468,0.3669,0.7415
469,0.3657,0.743
470,0.3666,0.7443
471,0.3666,0.7437
472,0.365,0.7414
473,0.3635,0.739
474,0.3619,0.7366
475,0.3585,0.7354
476,0.3552,0.7341
477,0.353,0.7328
478,0.3509,0.7314
479,0.3487,0.7299
480,0.3471,0.7292
481,0.3455,0.7284
482,0.3456,0.7294
483,0.3456,0.7305
484,0.3447,0.7308
485,0.3438,0.7312
486,0.3429,0.7317
487,0.3409,0.7299
488,0.3389,0.7281
489,0.3369,0.7262
490,0.3349,0.7242
491,0.3329,0.7222
492,0.3292,0.7216
493,0.3254,0.721
494,0.3223,0.7188
495,0.3185,0.7175
496,0.3147,0.7162
497,0.3109,0.7149
498,0.3071,0.7135
499,0.3033,0.712
500,0.2995,0.7105
501,0.2958,0.7089
502,0.2943,0.7068
503,0.2929,0.7046
504,0.2915,0.7022
505,0.2901,0.6997
506,0.2888,0.697
507,0.2874,0.6941
508,0.286,0.6911
509,0.2845,0.6881
510,0.2831,0.685
511,0.2816,0.6819
512,0.2802,0.6787
513,0.2788,0.6755
514,0.2774,0.6723
515,0.276,0.6692
516,0.2752,0.6658
517,0.2744,0.6624
518,0.2735,0.6589
519,0.2726,0.6553
520,0.2716,0.6517
521,0.2706,0.6481
522,0.2696,0.6445
523,0.2686,0.641
524,0.2676,0.6374
525,0.2666,0.6339
526,0.2637,0.6319
527,0.2607,0.6299
528,0.2577,0.6279
529,0.2547,0.6259
530,0.2516,0.6239
531,0.2486,0.6221
532,0.2455,0.6202
533,0.2425,0.6185
534,0.2394,0.6167
535,0.2364,0.615
536,0.2333,0.6134
537,0.2303,0.6119
538,0.2273,0.6104
539,0.2243,0.6089
540,0.2213,0.6076
541,0.2183,0.6063
542,0.2154,0.6051
543,0.2125,0.6039
544,0.2095,0.6028
545,0.2066,0.6018
546,0.2037,0.6008
547,0.2007,0.5998
548,0.1977,0.5988
549,0.1929,0.5991
550,0.1881,0.5993
551,0.1833,0.5996
552,0.1786,0.5997
553,0.1739,0.5999
