"t","x","y"
0,0.0859,0.9847
1,0.087,0.9854
2,0.0883,0.9861
3,0.0896,0.9868
4,0.091,0.9875
5,0.0925,0.9883
6,0.094,0.9891
7,0.0955,0.9899
8,0.0971,0.9907
9,0.0988,0.9914
10,0.1005,0.9922
11,0.1023,0.993
12,0.1041,0.9937
13,0.106,0.9945
14,0.1079,0.9952
15,0.1099,0.996
16,0.1119,0.9967
17,0.114,0.9974
18,0.116,0.9981
19,0.1182,0.9987
20,0.1209,0.9983
21,0.1236,0.998
22,0.1264,0.9976
23,0.1293,0.9973
24,0.1322,0.9969
25,0.1351,0.9966
26,0.138,0.9962
27,0.141,0.9958
28,0.1427,0.9947
29,0.1432,0.9929
30,0.1437,0.991
31,0.1443,0.9905
32,0.1452,0.9912
33,0.1482,0.9917
34,0.1494,0.9917
35,0.1507,0.9916
36,0.1521,0.9916
37,0.1542,0.9929
38,0.1571,0.9929
39,0.1599,0.9928
40,0.1628,0.9927
41,0.1656,0.9932
42,0.1681,0.9927
43,0.1712,0.9929
44,0.1743,0.9931
45,0.1758,0.9931
46,0.1775,0.993
47,0.1797,0.9917
48,0.1819,0.9903
49,0.1841,0.9889
50,0.1865,0.9876
51,0.1889,0.9863
52,0.1913,0.985
53,0.1931,0.985
54,0.1934,0.9871
55,0.1937,0.9892
56,0.1941,0.9912
57,0.1944,0.9932
58,0.1962,0.9941
59,0.1982,0.9951
60,0.2003,0.996
61,0.2025,0.9968
62,0.2049,0.9976
63,0.2073,0.9983
64,0.2098,0.999
65,0.2123,0.9996
66,0.214,1
67,0.2149,0.9997
68,0.216,0.9993
69,0.2171,0.9989
70,0.2183,0.9985
71,0.2196,0.9981
72,0.2209,0.9976
73,0.2224,0.9972
74,0.2238,0.9967
75,0.2253,0.9962
76,0.225,0.9955
77,0.2229,0.9945
78,0.2216,0.9944
79,0.2203,0.9942
80,0.2189,0.994
81,0.2186,0.9938
82,0.2185,0.9936
83,0.2183,0.9928
84,0.2181,0.9919
85,0.2181,0.991
86,0.2182,0.99
87,0.2185,0.9891
88,0.219,0.9882
89,0.2197,0.9873
90,0.2185,0.9864
91,0.2174,0.9856
92,0.2165,0.9848
93,0.2157,0.9841
94,0.2138,0.9846
95,0.2121,0.9852
96,0.2106,0.9859
97,0.2091,0.9866
98,0.2078,0.9873
99,0.2078,0.9871
100,0.2095,0.986
101,0.2115,0.985
102,0.2136,0.984
103,0.2156,0.9844
104,0.2168,0.9836
105,0.2183,0.9829
106,0.22,0.9822
107,0.2218,0.9816
108,0.2243,0.9822
109,0.2268,0.9829
110,0.2297,0.9823
111,0.2326,0.9818
112,0.2338,0.9816
113,0.2351,0.9815
114,0.2367,0.9815
115,0.2366,0.9823
116,0.2366,0.9831
117,0.2369,0.984
118,0.2376,0.9835
119,0.2385,0.9831
120,0.2397,0.9828
121,0.2411,0.9825
122,0.2427,0.9823
123,0.2446,0.9822
124,0.2466,0.9821
125,0.2467,0.9816
126,0.2471,0.9811
127,0.2478,0.9807
128,0.2488,0.9803
129,0.2501,0.98
130,0.2517,0.9798
131,0.2536,0.9797
132,0.2557,0.9796
