timestamp,x,y
1,5.1584876371260115,3.2213866342608135
2,5.22809237265033,3.196263322524704
3,5.302053940217171,3.1938786793531495
4,5.37505350751729,3.215022547825958
5,5.45101403636972,3.2125734548389566
6,5.524381190030487,3.1860921262522464
7,5.587553630034774,3.1370080878700524
8,5.6324663887384645,3.0708050357831276
9,5.6956388287427515,3.0217209974009336
10,5.7405515874464434,2.9555179453140106
11,5.763364708693421,2.876755254279672
12,5.760722266260078,2.794797841570471
13,5.732882920822767,2.717668269773254
14,5.682571781481018,2.65291651876886
15,5.614713653091922,2.606880941097577
16,5.5359509620575835,2.584067819850599
17,5.453993549348382,2.586710262283944
18,5.3749827684829405,2.615228616146556
19,5.3086517064784395,2.666766856447861
20,5.260370490871971,2.737935137441305
21,5.236444534442214,2.820539910965124
22,5.189286137803338,2.8900531156563947
23,5.165360181373579,2.972657889180214
24,5.168131523437818,3.058613224460597
25,5.198007894151029,3.141386423462489
26,5.252000336371443,3.210876107467204
27,5.32482369366706,3.260280142041264
28,5.411270549680358,3.2853189336538016
29,5.501223807531922,3.282418691958668
30,5.585878215602037,3.2518633128201557
31,5.658526521606966,3.1954166686806325
32,5.711299013083803,3.1176280824784968
33,5.738007057470508,3.0254181027309777
34,5.734913466329033,2.9294679610226435
35,5.731755425372111,2.831518858028719
36,5.697805004107096,2.7374584046174792
37,5.636449956129352,2.6584928546121205
38,5.553696141020698,2.6023519062325065
39,5.4576440787837,2.5745310266630206
40,5.374890263675045,2.5183900782834066
41,5.313535215697302,2.439424528278048
42,5.279584794432289,2.345364074866808
43,5.218229746454545,2.266398524861449
44,5.135475931345891,2.210257576481835
45,5.039423869108893,2.182436696912349
46,4.939475804829378,2.1856591876847205
47,4.845415351418138,2.2196096089497352
48,4.766449801412779,2.2809646569274786
49,4.710308853033165,2.3637184720361333
50,4.6824879734636795,2.4597705342731313
51,4.654667093894194,2.5558225965101293
52,4.59852614551458,2.638576411618784
53,4.521139906509328,2.698704358636972
54,4.428960662166313,2.7319757714766855
55,4.331011559172389,2.7351338124336095
56,4.236951105761149,2.7690842336986243
57,4.15798555575579,2.8304392816763677
58,4.079020005750431,2.891794329654111
59,3.984959552339191,2.925744750919126
60,3.8927803079961762,2.9590161637588395
61,3.796830166287842,2.9621097549003146
62,3.7065412277850633,2.935958128104998
63,3.6304077178851006,2.884308455595754
64,3.5739610737455774,2.811660149590825
65,3.542726686181764,2.725124532452483
66,3.5398264444866303,2.6351712746009195
67,3.564865236099166,2.5487244185876214
68,3.615392089640819,2.4742459849898317
69,3.686461084645643,2.419026441809862
70,3.7711154927157597,2.38847106267135
71,3.8610687505673233,2.3855708209762163
72,3.9475156065806214,2.410609612588754
73,4.023649116480584,2.462259285098
74,4.080095760620107,2.534907591102929
75,4.111330148183921,2.6214432082412706
76,4.114294839694502,2.7133954273784244
77,4.089256048081964,2.7998422833917225
78,4.039852013507904,2.872665640687339
79,3.968783018503082,2.927885183867309
80,3.919378983929022,3.0007085411629255
81,3.851468610924414,3.053473882423784
82,3.772457830058972,3.0819922362863963
83,3.690500417349771,3.084634678719741
84,3.613658767560173,3.0623779750641535
85,3.5491107917754228,3.0185880353280545
86,3.502480955312338,2.9585742173239815
87,3.4773576435762266,2.8889694817996627
88,3.4750374502201193,2.8170068755184126
89,3.4945120659187587,2.7497704319525127
90,3.533810729784488,2.6918427613764546
91,3.58908661478824,2.6488942277920344
92,3.6530477231078837,2.625807941331825
93,3.7210124068179535,2.623616647606614
94,3.7882488503838516,2.6430912633052532
95,3.8461765209599097,2.682389927170984
96,3.88912505454433,2.737665812174736
97,3.9122113410045394,2.80162692049438
98,3.9143381849143033,2.8675926429188596
99,3.896532821989833,2.9290659627505384
100,3.861725433994472,2.9803733281179046
101,3.81276679299115,3.0184134578641064
102,3.754449311876181,3.039462719048416
103,3.6924815120228818,3.0414606633272854
104,3.6348502746806837,3.024768135585594
105,3.5851979856154905,2.991083566557826
106,3.5496120577883996,2.945283547554718
107,3.529920813454691,2.890728484576199
108,3.5280517688067157,2.83275860729408
109,3.543631461365628,2.778969452441361
110,3.573947573490619,2.7342823922826867
111,3.6150096594934062,2.7023777673342604
112,3.663921095267252,2.6847235482764535
113,3.7158940886926004,2.6830478530748216
114,3.765841161055839,2.697514710450953
115,3.8072180686101653,2.72558518464076
116,3.8366684916394824,2.7634886486433317
117,3.8529646938466886,2.8086376662807275
118,3.854447039601979,2.8546137758493053
119,3.8422058525914053,2.896876683233584
120,3.8186266542719665,2.9316332855792187
121,3.785461123269716,2.957402405729871
122,3.7507162812673585,2.984398626840079
123,3.7248914450127355,3.0224653817900595
124,3.712650258002162,3.0647282891743384
125,3.687948240715132,3.101139967822146
126,3.6532033987127743,3.128136188932352
127,3.6118167992118284,3.1430743742889575
128,3.575492646209364,3.171297696358719
129,3.534106046708418,3.1862358817153247
130,3.4921278597110224,3.1875893278397207
131,3.451785993571484,3.1759045584205374
132,3.4170293912258494,3.1523253601010985
133,3.38061771257804,3.1276233428140685
134,3.3425509576280596,3.1017985065594456
135,3.3028291263759044,3.0748508513372315
136,3.264762371425924,3.0490260150826085
137,3.2186573815521644,3.035671992889256
138,3.174473432923145,3.022874388287292
139,3.136406677973163,2.997049552032669
140,3.109410456862957,2.9623047100303115
141,3.0944722715063513,2.9209181105293656
142,3.0662489494365897,2.884593957526901
143,3.026527118184436,2.857646302304687
144,2.9884603632344557,2.831821466050064
145,2.960237041164694,2.7954973130475995
146,2.9446198473827874,2.7522295044784286
147,2.943201951442944,2.708252356195443
148,2.941848505318548,2.666274169198047
149,2.9282683368125433,2.628649987833551
150,2.9049534185810018,2.5986430788315147
151,2.8751620451418862,2.578432337414853
152,2.854301328829454,2.5515840504130303
153,2.8245099553903383,2.5313733089963684
154,2.801195037158795,2.501366399994332
155,2.7697485874175065,2.480032839610079
156,2.7476607701455187,2.4516052416081493
157,2.7354386184901145,2.4177434783801033
158,2.7232164668347103,2.3838817151520573
159,2.7011286495627225,2.3554541171501278
160,2.688227489482017,2.3197111448538568
161,2.6649125712504755,2.2897042358518203
162,2.6403705520593785,2.2581180158496768
163,2.6267903835533737,2.220493834485181
164,2.6138892234726683,2.18475086218891
165,2.5905743052411268,2.1547439531868733
166,2.5591278554998382,2.1334103928026202
167,2.5207070306050383,2.1222820409748255
168,2.480727804893233,2.1235710372837744
169,2.443103623528737,2.137151205789781
170,2.4051233591025216,2.138375752283281
171,2.3705446166972024,2.128360235638265
172,2.34240831956026,2.109272313189196
173,2.309750618399681,2.0998132141355708
174,2.2832693975649114,2.0818481106540947
175,2.2648628831715882,2.058158445652488
176,2.254677756792084,2.029940309629115
177,2.25377545937582,2.0019548516308507
178,2.261008888063886,1.9769813154492315
179,2.274482715674994,1.9571203998231539
180,2.2811597267716692,1.934067904886275
181,2.2803218791708524,1.9080814081736008
182,2.271494769641949,1.883625690286678
183,2.255542457167735,1.8630946472852852
184,2.2340264652394843,1.848498000706586
185,2.209052929057865,1.8412645720185203
186,2.1821583516315055,1.8334747257390642
187,2.152173932347651,1.8344414729707754
188,2.123955796324278,1.8446265993502795
189,2.1002661313226696,1.8630331137436027
190,2.0834238468087847,1.8878592582761993
191,2.07507758293794,1.9166748769472992
192,2.0761087799850984,1.948658257516744
193,2.0869729147899037,1.97875760260834
194,2.088004111837062,2.0107409831777847
195,2.0995472550671668,2.0427215373376058
196,2.1110903982972715,2.074702091497427
197,2.131951114609704,2.1015503784992493
198,2.1600874117466464,2.1206383009483183
199,2.1946661541519656,2.130653817593334
200,2.2306474572925907,2.1294937209152813
201,2.2645092205206367,2.117271569259877
202,2.2913575075224593,2.096410852947445
203,2.311568248939121,2.0666194795083292
204,2.3221401831755255,2.0301196958582697
205,2.320915636682024,1.9921394314320544
206,2.307335468176017,1.9545152500675584
207,2.2840205499444757,1.924508341065522
208,2.252574100203187,1.9031747806812689
209,2.2292591819716456,1.8731678716792324
210,2.196157655928184,1.8507114923273864
211,2.155815789788644,1.8390267229082031
212,2.113837602791248,1.8403801690325992
213,2.073495736651708,1.8286953996134159
214,2.0331538705121694,1.8170106301942326
215,1.9891767222291836,1.8184285261340758
216,1.9449927736001644,1.8056309215321118
217,1.8970177027459982,1.8071777171028494
218,1.8518686851086024,1.8234739193100555
219,1.8139652211060309,1.8529243423393726
220,1.7744824461033524,1.8836018663282452
221,1.7293334284659565,1.8998980685354514
222,1.6833573188973805,1.9013804142907418
223,1.6410944115131016,1.8891392272801681
224,1.5969104628840824,1.8763416226782041
225,1.5489353920299145,1.8778884182489417
226,1.4989613598901563,1.8794996636351264
227,1.4500499241163105,1.8971538826929333
228,1.4089878381135232,1.9290585076413596
229,1.3797945449561233,1.9720904914978608
230,1.3653276875799918,2.0220375638610992
231,1.3508608302038603,2.0719846362243377
232,1.352536525405494,2.1239576296496843
233,1.3542766704225748,2.177929584360623
234,1.3732889063309823,2.230603438270917
235,1.406420632238964,2.273244835273811
236,1.4247538597220721,2.32403748011588
237,1.426494004739153,2.3780094348268186
238,1.4120271473630197,2.427956507190057
239,1.3839566731732127,2.4693334147443835
240,1.3444738981705342,2.5000109387332543
241,1.2993248805331383,2.5163071409404605
242,1.2513498096789704,2.517853936511198
243,1.2071658610499512,2.505056331909234
244,1.1690991060999707,2.479231495654611
245,1.140875784030209,2.4429073426521466
246,1.1259375986736035,2.4015207431512007
247,1.1245197027337603,2.357543594868215
248,1.1362044721529436,2.3172017287286764
249,1.1586608515047896,2.284100202685215
250,1.190247071506933,2.259558183494118
251,1.227871252871429,2.2459780149881112
252,1.2636142251677,2.233076854907406
253,1.3015944895939153,2.231852308413906
254,1.3361732319992345,2.2418678250589217
255,1.36596460543835,2.2620785664755836
256,1.3868253217507824,2.288926853477406
257,1.3983684649808872,2.320907407637227
258,1.3994641118434927,2.354889749492262
259,1.3905614303812577,2.3856264094081006
260,1.391592627428416,2.4176097899775453
261,1.3832463635575714,2.446425408648645
262,1.3664040790436864,2.471251553181242
263,1.3442937250421867,2.4884309666150095
264,1.3179567980870388,2.4979370845692124
265,1.2899713400887745,2.4988393819854764
266,1.2636344131336266,2.5083454999396793
267,1.2354162771102537,2.5185306263191833
268,1.2101473011085382,2.5381642416720602
269,1.1819291650851653,2.5483493680515643
270,1.1518298199935693,2.5592135028563696
271,1.1265608439918537,2.5788471182092465
272,1.0983427079684809,2.5890322445887506
273,1.0703572499702165,2.5899345420050146
274,1.0421391139468454,2.6001196683845187
